count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
46134,2012,1,"South West",144,"Bristol, City of",A4,Major,A370,A37,359810,172050,51.44600486,-2.57969255,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",1046,688,24313,961,3905,523,117,130,26,118,95,1009,30874
38142,2012,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Down Rd",A4174,357758,170488,51.43181108,-2.60903057,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",121,336,17343,306,3151,279,76,149,15,51,88,659,21795
56033,2012,1,"South West",144,"Bristol, City of",M32,Major,A4320,2,360660,174600,51.46899199,-2.56774687,1.30,0.81,Counted,"Manual count",0,946,64490,544,9055,1571,216,217,92,476,460,3031,78065
73296,2012,1,"South West",144,"Bristol, City of",M5,Major,18A,"LA Boundary",354302,179122,51.50916972,-2.65986025,1.40,0.87,Counted,"Dependent on a neighbouring counted link",0,479,74005,182,11068,1662,419,399,551,2525,2704,8260,93995
70103,2012,1,"South West",144,"Bristol, City of",M5,Major,A4,"merge of feeder roads",352200,178000,51.49890769,-2.68999347,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",0,112,18177,166,3126,468,89,87,74,298,181,1197,22779
70105,2012,1,"South West",144,"Bristol, City of",A4,Major,M5,M5,352140,178000,51.49890260,-2.69085775,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",66,128,7003,11,2750,544,138,142,24,85,172,1106,10998
58069,2012,1,"South West",144,"Bristol, City of",A420,Major,A4017,"LA Boundary",364432,173922,51.46314644,-2.51337753,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",113,124,9874,231,2123,166,38,19,1,5,6,236,12588
56400,2012,1,"South West",144,"Bristol, City of",A4044,Major,A4032,A38,359200,173540,51.45935780,-2.58864182,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",539,605,36918,1456,4088,363,77,32,13,29,35,548,43615
56135,2012,1,"South West",144,"Bristol, City of",A4,Major,"Merchants Rd",A38/A4108,358000,172567,51.45052151,-2.60579703,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",358,199,10146,587,1787,221,81,122,3,14,24,466,13185
48123,2012,1,"South West",144,"Bristol, City of",A4320,Major,A432,A4032/M32,360317,174130,51.46474217,-2.57263167,0.50,0.31,Counted,"Manual count",95,410,29638,180,6027,967,135,96,68,184,171,1622,37878
48459,2012,1,"South West",144,"Bristol, City of",A4,Major,A4044,A370,359550,172320,51.44841389,-2.58346449,0.30,0.19,Counted,"Manual count",1582,878,36022,1615,5185,451,93,28,49,138,138,897,44598
73295,2012,1,"South West",144,"Bristol, City of",A4018,Major,A4162,"LA Boundary",357330,178790,51.50642213,-2.61619197,2.50,1.55,Counted,"Manual count",110,165,20860,282,1906,134,28,8,9,5,7,192,23406
70102,2012,1,"South West",144,"Bristol, City of",M5,Major,"merge of feeder roads",A4,352150,178250,51.50115115,-2.69074770,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",0,112,10071,22,3799,1514,380,501,157,1815,1578,5944,19949
70104,2012,1,"South West",144,"Bristol, City of",A4,Major,A403,M5,351770,178500,51.50336648,-2.69625604,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",24,145,10415,26,3969,1386,395,602,137,666,820,4005,18561
37935,2012,1,"South West",144,"Bristol, City of",A4174,Major,A4174,A38,358100,170000,51.42744890,-2.60405339,2.40,1.49,Counted,"Manual count",317,362,17903,207,3598,405,123,50,33,82,78,770,22840
57291,2012,1,"South West",144,"Bristol, City of",A4032,Major,A4044,M32,359900,173930,51.46291448,-2.57861134,0.70,0.43,Counted,"Manual count",13,621,45326,445,5950,523,98,98,36,207,164,1126,53467
73301,2012,1,"South West",144,"Bristol, City of",A370,Major,"LA Boundary","A369/A3029 midpoint",356320,171380,51.43972174,-2.62982486,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",313,384,25349,369,2986,254,93,143,17,36,49,591,29678
47131,2012,1,"South West",144,"Bristol, City of",A420,Major,B4467,A431,362000,173530,51.45946336,-2.54834124,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",784,335,12394,502,2789,311,40,13,6,12,14,396,16416
47164,2012,1,"South West",144,"Bristol, City of",A420,Major,"Old Market St","Stapleton Rd",359800,173350,51.45769255,-2.57998459,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",511,208,7780,519,1745,172,41,13,3,4,3,236,10487
70106,2012,1,"South West",144,"Bristol, City of",M49,Major,"M5 (18)","M5 (18A)",353710,178270,51.50146121,-2.66827771,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,105,12601,152,2052,455,116,76,65,667,713,2092,17003
56122,2012,1,"South West",144,"Bristol, City of",A4,Major,A4162,A403,354064,176826,51.48850735,-2.66298967,3.50,2.17,Counted,"Manual count",68,243,15420,222,2849,573,205,226,61,204,146,1416,20150
74762,2012,1,"South West",144,"Bristol, City of",A3029,Major,"A369/A370 midpoint","A3029 Winterstoke Road",356657,171486,51.44070074,-2.62498968,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",102,111,8190,146,1600,122,34,64,4,15,9,248,10294
74763,2012,1,"South West",144,"Bristol, City of",A3029,Major,"A369/A370 midpoint","A3029 Winterstoke Road",356620,171520,51.44100360,-2.62552617,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",18,49,5423,112,1136,110,16,23,6,4,4,163,6883
74770,2012,1,"South West",144,"Bristol, City of",A38,Major,A4018,"A38 Colston Avenue roundabout",358556,172848,51.45308908,-2.59782932,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",594,476,22211,1516,2800,265,59,30,7,15,26,402,27407
74781,2012,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Lock Road/McAdam Way","A4 Merchants Road",357100,172270,51.44778352,-2.61871169,0.10,0.06,Estimated,"Estimated from nearby links",35,18,1374,59,231,22,4,5,0,1,1,33,1714
74760,2012,1,"South West",144,"Bristol, City of",A4,Major,"A4 Eagle Road","A4 Bristol Hill",361660,170880,51.43561388,-2.55294676,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",190,186,11340,304,2348,376,46,27,4,34,20,507,14686
74766,2012,1,"South West",144,"Bristol, City of",A4032,Major,M32,A4320,360050,174140,51.46481324,-2.57647608,0.30,0.19,Estimated,"Estimated from nearby links",3,124,9065,89,1190,105,20,20,7,41,33,225,10693
74768,2012,1,"South West",144,"Bristol, City of",M32,Major,3,A4320,360200,174320,51.46644223,-2.57433726,0.20,0.12,Estimated,"Estimated from nearby links",0,757,51592,435,7244,1257,173,173,73,381,368,2425,62452
70105,2002,1,"South West",144,"Bristol, City of",A4,Major,M5,M5,352140,178000,51.49890260,-2.69085775,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",41,198,5894,42,1821,553,109,104,56,117,163,1102,9057
70103,2002,1,"South West",144,"Bristol, City of",M5,Major,A4,"merge of feeder roads",352200,178000,51.49890769,-2.68999347,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",0,128,16387,95,2544,659,107,108,109,229,192,1404,20558
17817,2002,1,"South West",144,"Bristol, City of",A37,Major,"LA boundary",A4174,361100,169000,51.41867224,-2.56079543,1.90,1.18,Counted,"Manual count",93,191,12373,187,1754,0,339,86,60,50,218,753,15258
36133,2002,1,"South West",144,"Bristol, City of",A4,Major,"A4176 Bridge Valley road","A3029 Brunel Way",356540,173000,51.45430414,-2.62685937,1.10,0.68,Counted,"Manual count",104,491,25121,333,3737,896,145,185,112,250,200,1788,31470
58069,2002,1,"South West",144,"Bristol, City of",A420,Major,A4017,"LA Boundary",364432,173922,51.46314644,-2.51337753,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",231,183,11722,488,2076,249,23,11,8,21,9,321,14790
48123,2002,1,"South West",144,"Bristol, City of",A4320,Major,A432,A4032/M32,360317,174130,51.46474217,-2.57263167,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",70,530,25776,273,5155,1099,163,102,87,220,257,1928,33662
70102,2002,1,"South West",144,"Bristol, City of",M5,Major,"merge of feeder roads",A4,352150,178250,51.50115115,-2.69074770,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",0,133,10048,30,3337,1642,457,318,516,1743,1482,6158,19706
57291,2002,1,"South West",144,"Bristol, City of",A4032,Major,A4044,M32,359900,173930,51.46291448,-2.57861134,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",4,1070,51194,676,4834,916,151,149,99,163,208,1686,59460
48003,2002,1,"South West",144,"Bristol, City of",A3029,Major,A370,A369,356780,171700,51.44263425,-2.62324633,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",257,1394,50328,544,5405,1259,292,183,112,214,316,2376,60047
48663,2002,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Way","A3029 Merchants Road",357000,172233,51.44744325,-2.62014607,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",64,35,3220,36,457,50,9,3,2,2,7,73,3821
58285,2002,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Lock Road/McAdam Way","A4 midpoint",356840,172360,51.44857291,-2.62246380,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",231,672,43133,343,4877,1012,163,161,132,285,204,1957,50982
74765,2002,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Road",A370,357050,171880,51.44427323,-2.61938367,0.50,0.31,Counted,"Manual count",130,288,18876,76,2337,435,73,72,52,98,69,799,22376
74772,2002,1,"South West",144,"Bristol, City of",A38,Major,"A38 St Johns Bridge",A4440,358992,173458,51.45860546,-2.59162594,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",975,500,22781,3583,2734,447,52,16,29,36,28,608,30206
73295,2002,1,"South West",144,"Bristol, City of",A4018,Major,A4162,"LA Boundary",357330,178790,51.50642213,-2.61619197,2.50,1.55,Counted,"Manual count",89,172,21624,324,1367,154,18,7,7,7,5,198,23685
74492,2002,1,"South West",144,"Bristol, City of",A370,Major,A38,A4,359400,172050,51.44597553,-2.58559179,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",213,200,10924,192,1901,313,46,99,33,73,33,597,13814
74760,2002,1,"South West",144,"Bristol, City of",A4,Major,"A4 Eagle Road","A4 Bristol Hill",361660,170880,51.43561388,-2.55294676,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",165,295,11817,389,2331,373,60,28,27,50,56,594,15426
996519,2002,1,"South West",144,"Bristol, City of",C,Minor,,,358900,176900,51.48954586,-2.59335157,,,Counted,"Manual count",66,144,8932,183,1252,135,11,3,3,1,0,153,10664
48459,2002,1,"South West",144,"Bristol, City of",A4,Major,A4044,A370,359550,172320,51.44841389,-2.58346449,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",865,1301,36365,1848,4718,832,117,88,80,149,145,1411,45643
74495,2002,1,"South West",144,"Bristol, City of",A420,Major,A4044,"A420 split",359700,173180,51.45615694,-2.58140437,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",361,644,22895,1398,3148,351,49,15,14,12,11,452,28537
46408,2002,1,"South West",144,"Bristol, City of",A4044,Major,A38,"A4/B4053 roundabout",359300,172400,51.44911521,-2.58707101,0.40,0.25,Counted,"Manual count",409,348,7473,319,1015,164,28,19,9,12,15,247,9402
74767,2002,1,"South West",144,"Bristol, City of",M32,Major,A4032,A4230,360050,174140,51.46481324,-2.57647608,0.20,0.12,Estimated,"Estimated from nearby links",0,856,40955,541,3867,733,121,119,79,131,166,1349,47568
58286,2002,1,"South West",144,"Bristol, City of",A4162,Major,"Canford Rd",A4018,356820,177400,51.49388589,-2.62336911,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",61,106,4978,349,515,74,20,0,3,2,0,99,6047
46388,2002,1,"South West",144,"Bristol, City of",A37,Major,B3122,A4,360000,171540,51.44143290,-2.57690094,1.40,0.87,Counted,"Manual count",226,476,13004,530,1831,272,28,20,35,90,78,523,16364
74766,2002,1,"South West",144,"Bristol, City of",A4032,Major,M32,A4320,360050,174140,51.46481324,-2.57647608,0.30,0.19,Estimated,"Estimated from nearby links",1,214,10239,135,967,183,30,30,20,32,42,337,11892
74763,2002,1,"South West",144,"Bristol, City of",A3029,Major,"A369/A370 midpoint","A3029 Winterstoke Road",356620,171520,51.44100360,-2.62552617,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",21,63,5244,97,804,124,34,16,13,18,14,219,6427
74781,2002,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Lock Road/McAdam Way","A4 Merchants Road",357100,172270,51.44778352,-2.61871169,0.10,0.06,Estimated,"Estimated from nearby links",14,39,1565,51,191,27,6,4,1,2,3,43,1889
74493,2002,1,"South West",144,"Bristol, City of",A370,Major,A38,A4,359400,171970,51.44525625,-2.58558259,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",286,228,9191,247,1658,253,19,12,29,49,33,395,11719
74625,2002,1,"South West",144,"Bristol, City of",A38,Major,A3029,"A38 West street",357750,170660,51.43335694,-2.60916622,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",121,372,21019,308,3351,518,81,155,31,103,78,966,26016
74761,2002,1,"South West",144,"Bristol, City of",A4,Major,"A4 Bath Road","A4 Bristol Hill",361610,170800,51.43489120,-2.55365733,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",96,247,14182,412,2561,447,58,25,29,74,50,683,18085
74762,2002,1,"South West",144,"Bristol, City of",A3029,Major,"A369/A370 midpoint","A3029 Winterstoke Road",356657,171486,51.44070074,-2.62498968,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",82,156,8011,202,1298,144,35,17,16,16,8,236,9903
74768,2002,1,"South West",144,"Bristol, City of",M32,Major,3,A4320,360200,174320,51.46644223,-2.57433726,0.20,0.12,Estimated,"Estimated from nearby links",0,902,54265,545,7095,1757,249,213,189,424,440,3272,66079
74770,2002,1,"South West",144,"Bristol, City of",A38,Major,A4018,"A38 Colston Avenue roundabout",358556,172848,51.45308908,-2.59782932,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",449,516,22286,1616,2109,440,69,31,31,22,37,630,27157
74769,2002,1,"South West",144,"Bristol, City of",A4320,Major,A4032,M32,360200,174320,51.46644223,-2.57433726,0.20,0.12,Estimated,"Estimated from nearby links",0,226,13567,136,1774,439,62,54,47,106,110,818,16521
990510,2002,1,"South West",144,"Bristol, City of",B4054,Minor,,,352810,177330,51.49293521,-2.68111673,,,Counted,"Manual count",66,149,8598,262,1088,77,13,1,7,2,1,101,10198
58068,2002,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Rd",A3029,357600,170550,51.43235669,-2.61131067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",71,209,19185,377,2774,452,79,48,61,75,133,848,23393
73301,2002,1,"South West",144,"Bristol, City of",A370,Major,"LA Boundary","A369/A3029 midpoint",356320,171380,51.43972174,-2.62982486,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",227,468,28061,422,2170,591,136,241,21,83,156,1228,32349
966011,2002,1,"South West",144,"Bristol, City of",U,Minor,,,361318,174898,51.47171684,-2.55830722,,,Counted,"Manual count",30,28,1794,11,147,4,0,0,0,0,0,4,1984
966007,2002,1,"South West",144,"Bristol, City of",U,Minor,,,358020,171123,51.43753993,-2.60533748,,,Counted,"Manual count",59,7,974,0,151,4,0,0,0,0,0,4,1136
966010,2002,1,"South West",144,"Bristol, City of",U,Minor,,,361294,173293,51.45728449,-2.55847648,,,Counted,"Manual count",66,24,1869,0,206,4,2,0,0,0,0,6,2105
966008,2002,1,"South West",144,"Bristol, City of",U,Minor,,,358333,176956,51.49000774,-2.60152417,,,Counted,"Manual count",12,3,525,0,33,5,1,0,0,0,1,7,568
27127,2002,1,"South West",144,"Bristol, City of",A420,Major,A4320,B4467,361000,173360,51.45786665,-2.56271514,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",303,672,17389,782,2694,399,30,31,18,42,36,556,22093
46134,2002,1,"South West",144,"Bristol, City of",A4,Major,A370,A37,359810,172050,51.44600486,-2.57969255,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",581,803,31123,1152,3947,950,152,122,70,111,167,1572,38597
74771,2002,1,"South West",144,"Bristol, City of",A38,Major,"A38 Colston Street roundabout","A38 St Johns Bridge",358690,173200,51.45626375,-2.59594220,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",981,601,16883,2808,2521,336,50,62,16,18,43,525,23338
74780,2002,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Way","A3029 Merchants Road",356900,172240,51.44749857,-2.62158580,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",31,99,1773,221,193,31,4,0,1,2,2,40,2326
99620,2002,1,"South West",144,"Bristol, City of",M5,Major,18,18A,353300,178320,51.50187694,-2.67419065,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",0,425,64250,403,6935,2780,552,262,882,2081,2103,8660,80673
47164,2002,1,"South West",144,"Bristol, City of",A420,Major,"Old Market St","Stapleton Rd",359800,173350,51.45769255,-2.57998459,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",372,314,12166,692,2063,228,29,16,7,8,8,296,15531
99508,2002,1,"South West",144,"Bristol, City of",A4,Major,A4320,"Eagle Rd",361450,171000,51.43667853,-2.55598076,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",322,736,20641,479,3058,707,111,22,38,111,103,1092,26006
952443,2002,1,"South West",144,"Bristol, City of",U,Minor,,,362692,175983,51.48156473,-2.53864124,,,Counted,"Manual count",90,126,6278,60,543,46,3,1,0,0,0,50,7057
74782,2002,1,"South West",144,"Bristol, City of",A4,Major,"A4 under Bristol Gate",A3029,357000,172370,51.44867502,-2.62016276,0.30,0.19,Counted,"Manual count",72,228,5194,75,689,111,21,10,7,8,0,157,6343
990069,2002,1,"South West",144,"Bristol, City of",B4056,Minor,,,357800,176670,51.48739669,-2.60916626,,,Counted,"Manual count",196,227,12894,158,1087,138,21,10,8,1,0,178,14544
47131,2002,1,"South West",144,"Bristol, City of",A420,Major,B4467,A431,362000,173530,51.45946336,-2.54834124,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",354,747,15324,562,2859,262,28,13,9,13,10,335,19827
56122,2002,1,"South West",144,"Bristol, City of",A4,Major,A4162,A403,354064,176826,51.48850735,-2.66298967,3.50,2.17,Counted,"Manual count",52,246,16946,255,2647,833,155,80,147,286,206,1707,21801
99507,2002,1,"South West",144,"Bristol, City of",A4320,Major,A4,A420,360500,173000,51.45459509,-2.56987090,2.20,1.37,Counted,"Manual count",83,485,23010,193,4524,887,159,109,63,216,158,1592,29804
56033,2002,1,"South West",144,"Bristol, City of",M32,Major,A4320,2,360660,174600,51.46899199,-2.56774687,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",0,1128,67832,681,8869,2196,311,267,236,530,550,4090,82600
56135,2002,1,"South West",144,"Bristol, City of",A4,Major,"Merchants Rd",A38/A4108,358000,172567,51.45052151,-2.60579703,1.50,0.93,Counted,"Manual count",200,232,10939,737,1454,255,47,29,29,48,41,449,13811
942449,2002,1,"South West",144,"Bristol, City of",U,Minor,,,363471,176318,51.48462776,-2.52745862,,,Counted,"Manual count",57,12,1110,7,93,7,0,0,0,0,0,7,1229
990068,2002,1,"South West",144,"Bristol, City of",B4465,Minor,,,362200,174140,51.46496137,-2.54552811,,,Counted,"Manual count",108,255,13797,267,2423,176,23,7,10,9,6,231,16973
73299,2001,1,"South West",144,"Bristol, City of",M5,Major,"LA Boundary",18,352370,177450,51.49397713,-2.68747023,1.60,0.99,Counted,"Dependent on a neighbouring counted link",0,572,73216,558,8325,2722,545,276,1146,3087,2752,10528,93199
73291,2001,1,"South West",144,"Bristol, City of",A432,Major,A4017,"LA Boundary",364184,176285,51.48437680,-2.51718755,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",174,199,8282,222,1028,134,10,2,8,11,7,172,9903
73303,2012,1,"South West",144,"Bristol, City of",A38,Major,"LA Boundary","Cemetery roundabout",356220,169305,51.42105762,-2.63100633,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",30,144,14009,213,2559,250,106,145,12,73,96,681,17606
73288,2000,1,"South West",144,"Bristol, City of",A431,Major,"LA Boundary",A420,363170,173350,51.45792253,-2.53148290,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",204,235,17600,276,2007,264,19,0,11,13,7,314,20432
73292,2012,1,"South West",144,"Bristol, City of",A4017,Major,A432,"LA Boundary",364174,176315,51.48464590,-2.51733461,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",181,63,8006,113,1351,98,13,3,3,4,2,124,9658
73297,2000,1,"South West",144,"Bristol, City of",M49,Major,M5,"LA Boundary",354168,179788,51.51514674,-2.66187773,2.40,1.49,Counted,"Dependent on a neighbouring counted link",0,76,9381,46,1342,567,75,55,377,830,440,2344,13189
73300,2012,1,"South West",144,"Bristol, City of",A369,Major,"A370/A3029 midpoint","LA Boundary",356490,172000,51.44530929,-2.62745560,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",17,77,8251,105,1739,55,5,2,1,1,1,65,10237
7841,2013,1,"South West",144,"Bristol, City of",A4174,Major,"Hartcliffe Way roundabout",A37,360000,169470,51.42282129,-2.57666647,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",148,323,14953,122,3317,348,100,111,6,71,55,691,19405
7046,2013,1,"South West",144,"Bristol, City of",A403,Major,"Kings Road Avenue","Unclassified Road",352000,180000,51.51687229,-2.69314733,5.80,3.60,Estimated,"Estimated using previous year's AADF on this link",56,127,5559,13,2990,981,321,359,37,265,361,2323,11011
7097,2013,1,"South West",144,"Bristol, City of",A420,Major,"Midland Rd","Trinity Rd",360000,173300,51.45725721,-2.57710049,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",417,332,8932,580,1599,130,20,13,0,3,3,169,11611
16959,2013,1,"South West",144,"Bristol, City of",A3029,Major,A38,"A3029 Ashton Road/Winterstoke Underpass",357000,170955,51.43595272,-2.61999040,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",171,431,23923,65,4851,491,132,83,48,182,129,1064,30335
16961,2013,1,"South West",144,"Bristol, City of",A370,Major,A3029/B3120,"A38 roundabout",357400,172000,51.44537866,-2.61436243,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",322,192,12095,94,2287,294,66,69,11,66,52,558,15226
16124,2013,1,"South West",144,"Bristol, City of",A4,Major,A4162,A4176,355000,176100,51.48205541,-2.64941701,4.30,2.67,Estimated,"Estimated using previous year's AADF on this link",181,422,16955,233,3683,626,187,363,55,199,168,1599,22891
8390,2013,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Down Rd","Bedminster Rd",357900,170600,51.43282868,-2.60700141,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",350,308,16260,309,2966,282,107,80,11,49,63,591,20435
17817,2013,1,"South West",144,"Bristol, City of",A37,Major,"LA boundary",A4174,361100,169000,51.41867224,-2.56079543,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",61,226,10996,138,2065,418,141,135,6,46,215,960,14385
8391,2013,1,"South West",144,"Bristol, City of",A420,Major,"Trinity Rd","Easton Way roundabout",360200,173400,51.45817045,-2.57423339,0.40,0.25,Counted,"Manual count",458,444,14079,583,2494,169,19,5,8,6,3,209,17808
17057,2013,1,"South West",144,"Bristol, City of",A420,Major,A431,A4017,364000,173850,51.46247167,-2.51958836,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",179,115,8226,248,1749,66,14,6,43,11,9,150,10488
17091,2013,1,"South West",144,"Bristol, City of",A432,Major,A4320,B4469,361300,175000,51.47263269,-2.55857757,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",142,241,9480,351,1697,138,20,4,1,3,4,170,11939
6401,2013,1,"South West",144,"Bristol, City of",A38,Major,"Parson St","A370 roundabout",358000,171000,51.43643254,-2.60561056,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",144,114,7628,483,2008,153,44,32,0,3,8,240,10473
8390,2001,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Down Rd","Bedminster Rd",357900,170600,51.43282868,-2.60700141,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",113,371,17465,254,2332,419,54,45,74,90,91,773,21195
8391,2001,1,"South West",144,"Bristol, City of",A420,Major,"Trinity Rd","Easton Way roundabout",360200,173400,51.45817045,-2.57423339,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",229,566,20530,1112,3383,333,35,43,11,13,10,445,26036
36133,2001,1,"South West",144,"Bristol, City of",A4,Major,"A4176 Bridge Valley road","A3029 Brunel Way",356540,173000,51.45430414,-2.62685937,1.10,0.68,Counted,"Manual count",127,480,21334,168,3252,900,147,187,135,257,158,1784,27018
18376,2001,1,"South West",144,"Bristol, City of",A4,Major,"Water Lane",A4174,362000,170690,51.43392854,-2.54803533,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",165,611,21533,631,3512,776,140,45,54,86,151,1252,27539
36409,2001,1,"South West",144,"Bristol, City of",A4044,Major,A420,A4032,359459,173341,51.45758724,-2.58489125,0.50,0.31,Counted,"Manual count",267,1031,43633,779,5656,1071,99,108,138,283,212,1911,53010
36410,2001,1,"South West",144,"Bristol, City of",A38,Major,"Kings Head Lane roundabout","Bedminster Rd",357200,170000,51.42738146,-2.61699764,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",84,260,12765,307,1497,316,65,158,17,41,30,627,15456
27678,2001,1,"South West",144,"Bristol, City of",A4018,Major,A4176,"B4056 Henleaze Rd",357340,175000,51.47234715,-2.61558862,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",201,300,17218,505,1131,211,19,15,25,6,8,284,19438
47164,2001,1,"South West",144,"Bristol, City of",A420,Major,"Old Market St","Stapleton Rd",359800,173350,51.45769255,-2.57998459,0.40,0.25,Counted,"Manual count",358,303,11974,687,1924,241,28,16,8,9,7,309,15197
17057,2001,1,"South West",144,"Bristol, City of",A420,Major,A431,A4017,364000,173850,51.46247167,-2.51958836,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",156,296,10461,255,2250,214,26,9,11,13,24,297,13559
16961,2001,1,"South West",144,"Bristol, City of",A370,Major,A3029/B3120,"A38 roundabout",357400,172000,51.44537866,-2.61436243,1.90,1.18,Counted,"Manual count",222,351,13052,93,1986,445,92,89,62,117,69,874,16356
36132,2001,1,"South West",144,"Bristol, City of",A4,Major,"Emery Rd","LA Boundary",363100,170000,51.42779756,-2.53214001,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",147,1592,28367,464,4625,1056,102,47,107,168,120,1600,36648
48123,2001,1,"South West",144,"Bristol, City of",A4320,Major,A432,A4032/M32,360317,174130,51.46474217,-2.57263167,0.50,0.31,Counted,"Manual count",67,524,25828,267,5145,1141,157,98,96,253,234,1979,33743
27731,2001,1,"South West",144,"Bristol, City of",A4176,Major,A4,A4018,357000,174500,51.46782585,-2.62042246,2.20,1.37,Counted,"Manual count",101,192,18999,154,1473,178,25,9,8,4,6,230,21048
16123,2001,1,"South West",144,"Bristol, City of",A4,Major,A37,A4320,359980,171770,51.44349943,-2.57721476,1.40,0.87,Counted,"Manual count",205,489,15161,678,2297,490,58,61,31,49,35,724,19349
