,Fuel Type,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km]
1206,Petrol,308.0,31.0,27.0,0.0
1207,Petrol,308.0,31.0,27.0,0.0
1208,Petrol,241.0,36.0,29.0,0.0
1209,Petrol,241.0,36.0,29.0,0.0
1210,Petrol,266.0,35.0,21.0,0.0
1211,Petrol,266.0,35.0,21.0,0.0
1212,Petrol / LPG,380.0,37.0,25.0,0.0
1213,Petrol / LPG,380.0,37.0,25.0,0.0
1214,Petrol,266.0,35.0,21.0,0.0
1215,Petrol,266.0,35.0,21.0,0.0
1216,Petrol,260.0,23.0,32.0,0.0
1217,Petrol,260.0,23.0,32.0,0.0
1218,Petrol / LPG,390.0,38.0,20.0,0.0
1219,Petrol / LPG,390.0,38.0,20.0,0.0
1220,Petrol / LPG,380.0,37.0,25.0,0.0
1221,Petrol / LPG,380.0,37.0,25.0,0.0
1222,Petrol,241.0,36.0,29.0,0.0
1223,Petrol,241.0,36.0,29.0,0.0
1224,Petrol,266.0,35.0,21.0,0.0
1225,Petrol,266.0,35.0,21.0,0.0
1226,Petrol,184.0,24.0,31.0,0.0
1227,Petrol,184.0,24.0,31.0,0.0
1228,Petrol,582.0,28.0,28.0,0.0
1229,Petrol,582.0,28.0,28.0,0.0
1230,Diesel,24.0,0.0,32.0,39.0
1231,Diesel,24.0,0.0,32.0,39.0
1232,Diesel,32.0,0.0,37.0,43.0
1233,Diesel,32.0,0.0,37.0,43.0
1234,Petrol,582.0,28.0,28.0,0.0
1235,Petrol,582.0,28.0,28.0,0.0
1236,Petrol,423.0,27.0,33.0,0.0
1237,Petrol,423.0,27.0,33.0,0.0
1238,Diesel,24.0,0.0,32.0,39.0
1239,Diesel,24.0,0.0,32.0,39.0
1240,Diesel,32.0,0.0,37.0,43.0
1241,Diesel,32.0,0.0,37.0,43.0
1242,Petrol,582.0,28.0,28.0,0.0
1243,Petrol,582.0,28.0,28.0,0.0
1244,Petrol,423.0,27.0,33.0,0.0
1245,Petrol,423.0,27.0,33.0,0.0
1246,Petrol,252.0,15.0,13.0,0.0
1247,Petrol,252.0,15.0,13.0,0.0
1248,Petrol,234.0,13.0,19.0,0.0
1249,Petrol,234.0,13.0,19.0,0.0
1250,Diesel,24.0,0.0,32.0,39.0
1251,Diesel,24.0,0.0,32.0,39.0
1252,Diesel,32.0,0.0,37.0,43.0
1253,Diesel,32.0,0.0,37.0,43.0
1254,Petrol,423.0,27.0,33.0,0.0
1255,Petrol,804.0,32.0,21.0,0.0
1256,Petrol,804.0,32.0,21.0,0.0
1257,Petrol,299.0,19.0,16.0,0.0
1258,Petrol,299.0,19.0,16.0,0.0
1259,Diesel,24.0,0.0,32.0,39.0
1260,Diesel,39.0,0.0,44.0,51.0
1261,Diesel,32.0,0.0,37.0,43.0
1262,Diesel,32.0,0.0,37.0,43.0
1263,Petrol,582.0,28.0,28.0,0.0
1264,Petrol,582.0,28.0,28.0,0.0
1265,Petrol,423.0,27.0,33.0,0.0
1266,Petrol,423.0,27.0,33.0,0.0
1267,Petrol,582.0,28.0,28.0,0.0
1268,Petrol,582.0,28.0,28.0,0.0
1269,Petrol,423.0,27.0,33.0,0.0
1270,Petrol,423.0,27.0,33.0,0.0
1271,Petrol,582.0,28.0,28.0,0.0
1272,Petrol,582.0,28.0,28.0,0.0
1273,Petrol,804.0,32.0,21.0,0.0
1274,Petrol,804.0,32.0,21.0,0.0
1275,Diesel,24.0,0.0,32.0,39.0
1276,Diesel,39.0,0.0,44.0,51.0
1277,Petrol,582.0,28.0,28.0,0.0
1278,Petrol,582.0,28.0,28.0,0.0
1279,Petrol,423.0,27.0,33.0,0.0
1280,Petrol,804.0,32.0,21.0,0.0
1281,Petrol,804.0,32.0,21.0,0.0
1282,Diesel,24.0,0.0,32.0,39.0
1283,Diesel,39.0,0.0,44.0,51.0
1284,Diesel,32.0,0.0,37.0,43.0
1285,Diesel,32.0,0.0,37.0,43.0
1286,Petrol,582.0,28.0,28.0,0.0
1287,Petrol,582.0,28.0,28.0,0.0
1288,Petrol,423.0,27.0,33.0,0.0
1289,Petrol,423.0,27.0,33.0,0.0
1290,Petrol,299.0,19.0,16.0,0.0
1291,Petrol,299.0,19.0,16.0,0.0
1292,Petrol,309.0,22.0,19.0,0.0
1293,Petrol,309.0,22.0,19.0,0.0
1294,Petrol,430.0,19.0,24.0,0.0
1295,Petrol,430.0,19.0,24.0,0.0
1296,Diesel,24.0,0.0,32.0,39.0
1297,Diesel,39.0,0.0,44.0,51.0
1298,Diesel,32.0,0.0,37.0,43.0
1299,Diesel,32.0,0.0,37.0,43.0
1300,Petrol,299.0,19.0,16.0,0.0
1301,Petrol,299.0,19.0,16.0,0.0
1302,Petrol,309.0,22.0,19.0,0.0
1303,Petrol,309.0,22.0,19.0,0.0
1304,Petrol,430.0,19.0,24.0,0.0
1305,Petrol,430.0,19.0,24.0,0.0
1306,Petrol,567.0,32.0,30.0,0.0
1307,Petrol,567.0,32.0,30.0,0.0
1308,Petrol / LPG,732.0,31.0,26.0,0.0
1309,Petrol / LPG,732.0,31.0,26.0,0.0
1310,Diesel,34.0,0.0,45.0,51.0
1311,Diesel,34.0,0.0,45.0,51.0
1312,Petrol,567.0,32.0,30.0,0.0
1313,Petrol,567.0,32.0,30.0,0.0
1314,Petrol,184.0,18.0,29.0,0.0
1315,Petrol,184.0,18.0,29.0,0.0
1316,Petrol / LPG,732.0,31.0,26.0,0.0
1317,Petrol / LPG,732.0,31.0,26.0,0.0
1318,Petrol,567.0,32.0,30.0,0.0
1319,Petrol,567.0,32.0,30.0,0.0
1320,Petrol / LPG,732.0,31.0,26.0,0.0
1321,Petrol / LPG,732.0,31.0,26.0,0.0
1322,Diesel,34.0,0.0,45.0,51.0
1323,Diesel,34.0,0.0,45.0,51.0
1324,Petrol,184.0,18.0,29.0,0.0
1325,Petrol,184.0,18.0,29.0,0.0
1326,Petrol,197.0,22.0,31.0,0.0
1327,Petrol,197.0,22.0,31.0,0.0
1328,Petrol,164.0,14.0,44.0,0.0
1329,Petrol,164.0,14.0,44.0,0.0
1330,Petrol / LPG,732.0,31.0,26.0,0.0
1331,Petrol / LPG,732.0,31.0,26.0,0.0
1332,Diesel,34.0,0.0,45.0,51.0
1333,Diesel,34.0,0.0,45.0,51.0
1334,Diesel,47.0,0.0,34.0,46.0
1335,Diesel,47.0,0.0,34.0,46.0
1336,Petrol,184.0,18.0,29.0,0.0
1337,Petrol,184.0,18.0,29.0,0.0
1338,Petrol / LPG,732.0,31.0,26.0,0.0
1339,Petrol / LPG,732.0,31.0,26.0,0.0
1340,Diesel,34.0,0.0,45.0,51.0
1341,Diesel,34.0,0.0,45.0,51.0
1342,Petrol,184.0,18.0,29.0,0.0
1343,Petrol,184.0,18.0,29.0,0.0
1344,Petrol,197.0,22.0,31.0,0.0
1345,Petrol,197.0,22.0,31.0,0.0
1346,Petrol / LPG,732.0,31.0,26.0,0.0
1347,Petrol / LPG,732.0,31.0,26.0,0.0
1348,Diesel,34.0,0.0,45.0,51.0
1349,Diesel,34.0,0.0,45.0,51.0
1350,Petrol,184.0,18.0,29.0,0.0
1351,Petrol,184.0,18.0,29.0,0.0
1352,Petrol,403.0,26.0,16.0,0.0
1353,Petrol,403.0,26.0,16.0,0.0
1354,Petrol / LPG,822.0,47.0,15.0,0.0
1355,Petrol / LPG,822.0,47.0,15.0,0.0
1356,Diesel,146.0,0.0,19.0,68.0
1357,Diesel,146.0,0.0,19.0,68.0
1358,Diesel,150.0,0.0,27.0,71.0
1359,Diesel,150.0,0.0,27.0,71.0
1360,Petrol,235.0,11.0,14.0,0.0
1361,Petrol,235.0,11.0,14.0,0.0
1362,Petrol,403.0,26.0,16.0,0.0
1363,Petrol,403.0,26.0,16.0,0.0
1364,Petrol / LPG,822.0,47.0,15.0,0.0
1365,Petrol / LPG,822.0,47.0,15.0,0.0
1366,Petrol,403.0,26.0,16.0,0.0
1367,Petrol,403.0,26.0,16.0,0.0
1368,Petrol / LPG,822.0,47.0,15.0,0.0
1369,Petrol / LPG,822.0,47.0,15.0,0.0
1370,Diesel,146.0,0.0,19.0,68.0
1371,Diesel,146.0,0.0,19.0,68.0
1372,Diesel,150.0,0.0,27.0,71.0
1373,Diesel,150.0,0.0,27.0,71.0
1374,Petrol,235.0,11.0,14.0,0.0
1375,Petrol,235.0,11.0,14.0,0.0
1376,Petrol,241.0,12.0,12.0,0.0
1377,Petrol,241.0,12.0,12.0,0.0
1378,Petrol,403.0,26.0,16.0,0.0
1379,Petrol,403.0,26.0,16.0,0.0
1380,Diesel,146.0,0.0,19.0,68.0
1381,Diesel,146.0,0.0,19.0,68.0
1382,Petrol,235.0,11.0,14.0,0.0
1383,Petrol,235.0,11.0,14.0,0.0
1384,Petrol,241.0,12.0,12.0,0.0
1385,Petrol,241.0,12.0,12.0,0.0
1386,Petrol / LPG,632.0,53.0,15.0,0.0
1387,Petrol / LPG,632.0,53.0,15.0,0.0
1388,Diesel,157.0,0.0,29.0,82.0
1389,Diesel,157.0,0.0,29.0,82.0
1390,Diesel,143.0,0.0,23.0,85.0
1391,Diesel,143.0,0.0,23.0,85.0
1392,Petrol,252.0,15.0,13.0,0.0
1393,Petrol,252.0,15.0,13.0,0.0
1394,Petrol,234.0,13.0,19.0,0.0
1395,Petrol,234.0,13.0,19.0,0.0
1396,Petrol,577.0,42.0,12.0,0.0
1397,Petrol,577.0,42.0,12.0,0.0
1398,Petrol / LPG,632.0,53.0,15.0,0.0
1399,Petrol / LPG,632.0,53.0,15.0,0.0
1400,Petrol,577.0,42.0,12.0,0.0
1401,Petrol,577.0,42.0,12.0,0.0
1402,Petrol / LPG,632.0,53.0,15.0,0.0
1403,Petrol / LPG,632.0,53.0,15.0,0.0
1404,Diesel,157.0,0.0,29.0,82.0
1405,Diesel,157.0,0.0,29.0,82.0
1406,Diesel,143.0,0.0,23.0,85.0
1407,Diesel,143.0,0.0,23.0,85.0
1408,Petrol,252.0,15.0,13.0,0.0
1409,Petrol,252.0,15.0,13.0,0.0
1410,Petrol,234.0,13.0,19.0,0.0
1411,Petrol,234.0,13.0,19.0,0.0
1412,Petrol,577.0,42.0,12.0,0.0
1413,Petrol,577.0,42.0,12.0,0.0
1414,Petrol / LPG,632.0,53.0,15.0,0.0
1415,Petrol / LPG,632.0,53.0,15.0,0.0
1416,Petrol,252.0,15.0,13.0,0.0
1417,Petrol,252.0,15.0,13.0,0.0
1418,Petrol,577.0,42.0,12.0,0.0
1419,Petrol,577.0,42.0,12.0,0.0
1420,Petrol,234.0,24.0,23.0,0.0
1421,Petrol,234.0,24.0,23.0,0.0
1422,Petrol,234.0,24.0,23.0,0.0
1423,Petrol,234.0,24.0,23.0,0.0
1424,Petrol,415.0,40.0,36.0,0.0
1425,Petrol,415.0,40.0,36.0,0.0
1426,Diesel,41.0,0.0,22.0,30.0
1427,Diesel,41.0,0.0,22.0,30.0
1428,Diesel,65.0,0.0,26.0,36.0
1429,Diesel,65.0,0.0,26.0,36.0
1430,Petrol,415.0,40.0,36.0,0.0
1431,Petrol,415.0,40.0,36.0,0.0
1432,Petrol,533.0,35.0,22.0,0.0
1433,Petrol,533.0,35.0,22.0,0.0
1434,Petrol,571.0,34.0,21.0,0.0
1435,Petrol,571.0,34.0,21.0,0.0
1436,Diesel,41.0,0.0,22.0,30.0
1437,Diesel,41.0,0.0,22.0,30.0
1438,Diesel,65.0,0.0,26.0,36.0
1439,Diesel,65.0,0.0,26.0,36.0
1440,Petrol,415.0,40.0,36.0,0.0
1441,Petrol,415.0,40.0,36.0,0.0
1442,Petrol,415.0,40.0,36.0,0.0
1443,Petrol,415.0,40.0,36.0,0.0
1444,Petrol,533.0,35.0,22.0,0.0
1445,Petrol,533.0,35.0,22.0,0.0
1446,Petrol,571.0,34.0,21.0,0.0
1447,Petrol,571.0,34.0,21.0,0.0
1448,Petrol,571.0,34.0,21.0,0.0
1449,Petrol,571.0,34.0,21.0,0.0
1450,Petrol,501.0,27.0,49.0,0.0
1451,Petrol,501.0,27.0,49.0,0.0
1452,Petrol,501.0,27.0,49.0,0.0
1453,Petrol,501.0,27.0,49.0,0.0
1454,Petrol,507.0,47.0,28.0,0.0
1455,Petrol,507.0,47.0,28.0,0.0
1456,Petrol,507.0,47.0,28.0,0.0
1457,Petrol,507.0,47.0,28.0,0.0
1458,Petrol,501.0,27.0,49.0,0.0
1459,Petrol,501.0,27.0,49.0,0.0
1460,Petrol,501.0,27.0,49.0,0.0
1461,Petrol,501.0,27.0,49.0,0.0
1462,Petrol,507.0,47.0,28.0,0.0
1463,Petrol,507.0,47.0,28.0,0.0
1464,Petrol,507.0,47.0,28.0,0.0
1465,Petrol,507.0,47.0,28.0,0.0
1466,Petrol,507.0,47.0,28.0,0.0
1467,Petrol,507.0,47.0,28.0,0.0
1468,Petrol,628.0,31.0,34.0,0.0
1469,Petrol,628.0,31.0,34.0,0.0
1470,Petrol / LPG,500.0,35.0,20.0,0.0
1471,Petrol / LPG,500.0,35.0,20.0,0.0
1472,Petrol / LPG,500.0,35.0,20.0,0.0
1473,Petrol / LPG,500.0,35.0,20.0,0.0
1474,Diesel,58.0,0.0,25.0,36.0
1475,Diesel,58.0,0.0,25.0,36.0
1476,Diesel,54.0,0.0,29.0,38.0
1477,Diesel,54.0,0.0,29.0,38.0
1478,Petrol,628.0,31.0,34.0,0.0
1479,Petrol,628.0,31.0,34.0,0.0
1480,Petrol,807.0,75.0,27.0,0.0
1481,Petrol,807.0,75.0,27.0,0.0
1482,Petrol,807.0,75.0,27.0,0.0
1483,Petrol,807.0,75.0,27.0,0.0
1484,Petrol / LPG,500.0,35.0,20.0,0.0
1485,Petrol / LPG,500.0,35.0,20.0,0.0
1486,Petrol / LPG,500.0,35.0,20.0,0.0
1487,Petrol / LPG,500.0,35.0,20.0,0.0
1488,Diesel,54.0,0.0,29.0,38.0
1489,Diesel,54.0,0.0,29.0,38.0
1490,Petrol,628.0,31.0,34.0,0.0
1491,Petrol,628.0,31.0,34.0,0.0
1492,Petrol,628.0,31.0,34.0,0.0
1493,Petrol,628.0,31.0,34.0,0.0
1494,Petrol,807.0,75.0,27.0,0.0
1495,Petrol,807.0,75.0,27.0,0.0
1496,Petrol,807.0,75.0,27.0,0.0
1497,Petrol,807.0,75.0,27.0,0.0
1498,Petrol / LPG,500.0,35.0,20.0,0.0
1499,Petrol / LPG,500.0,35.0,20.0,0.0
1500,Petrol,807.0,75.0,27.0,0.0
1501,Petrol,807.0,75.0,27.0,0.0
1502,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1503,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1504,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1505,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1506,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1507,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1508,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1509,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1510,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1511,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1512,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1513,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1514,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1515,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1516,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1517,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1518,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1519,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1520,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1521,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1522,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1523,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1524,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1525,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1526,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1527,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1528,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1529,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1530,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1531,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1532,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1533,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1534,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1535,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1536,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1537,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1538,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1539,Petrol Electric,792.0,28.0,22.0,14.362266857962696
1540,Petrol,271.0,20.0,16.0,14.362266857962696
1541,Petrol,271.0,20.0,16.0,14.362266857962696
1542,Petrol,262.0,20.0,14.0,14.362266857962696
1543,Petrol,262.0,20.0,14.0,14.362266857962696
1544,Petrol,271.0,20.0,16.0,14.362266857962696
1545,Petrol,271.0,20.0,16.0,14.362266857962696
1546,Petrol,262.0,20.0,14.0,14.362266857962696
1547,Petrol,262.0,20.0,14.0,14.362266857962696
1548,Petrol,304.0,27.0,27.0,14.362266857962696
1549,Petrol,304.0,27.0,27.0,14.362266857962696
1550,Petrol,304.0,27.0,27.0,14.362266857962696
1551,Petrol,304.0,27.0,27.0,14.362266857962696
1552,Petrol,304.0,27.0,27.0,14.362266857962696
1553,Petrol,304.0,27.0,27.0,14.362266857962696
1554,Petrol,304.0,27.0,27.0,14.362266857962696
1555,Petrol,304.0,27.0,27.0,14.362266857962696
1556,Petrol,304.0,27.0,27.0,14.362266857962696
1557,Petrol,304.0,27.0,27.0,14.362266857962696
1558,Petrol,304.0,27.0,27.0,14.362266857962696
1559,Petrol,410.0,24.0,12.0,14.362266857962696
1560,Petrol,410.0,24.0,12.0,14.362266857962696
1561,Petrol,410.0,24.0,12.0,14.362266857962696
1562,Petrol,410.0,24.0,12.0,14.362266857962696
1563,Petrol,410.0,24.0,12.0,14.362266857962696
1564,Petrol,410.0,24.0,12.0,14.362266857962696
1565,Petrol,410.0,24.0,12.0,14.362266857962696
1566,Petrol,410.0,24.0,12.0,14.362266857962696
1567,Petrol,410.0,24.0,12.0,14.362266857962696
1568,Petrol,304.0,27.0,27.0,14.362266857962696
1569,Petrol,304.0,27.0,27.0,14.362266857962696
1570,Petrol,304.0,27.0,27.0,14.362266857962696
1571,Petrol,304.0,27.0,27.0,14.362266857962696
1572,Petrol,304.0,27.0,27.0,14.362266857962696
1573,Petrol,304.0,27.0,27.0,14.362266857962696
1574,Petrol,304.0,27.0,27.0,14.362266857962696
1575,Petrol,410.0,24.0,12.0,14.362266857962696
1576,Petrol,410.0,24.0,12.0,14.362266857962696
1577,Petrol,410.0,24.0,12.0,14.362266857962696
1578,Petrol,410.0,24.0,12.0,14.362266857962696
1579,Petrol,410.0,24.0,12.0,14.362266857962696
1580,Petrol,410.0,24.0,12.0,14.362266857962696
1581,Petrol,410.0,24.0,12.0,14.362266857962696
1582,Petrol,410.0,24.0,12.0,14.362266857962696
1583,Petrol,410.0,24.0,12.0,14.362266857962696
1584,Petrol,410.0,24.0,12.0,14.362266857962696
1585,Petrol,304.0,27.0,27.0,14.362266857962696
1586,Petrol,304.0,27.0,27.0,14.362266857962696
1587,Petrol,304.0,27.0,27.0,14.362266857962696
1588,Petrol,304.0,27.0,27.0,14.362266857962696
1589,Petrol,304.0,27.0,27.0,14.362266857962696
1590,Petrol,304.0,27.0,27.0,14.362266857962696
1591,Petrol,304.0,27.0,27.0,14.362266857962696
1592,Petrol,304.0,27.0,27.0,14.362266857962696
1593,Petrol,304.0,27.0,27.0,14.362266857962696
1594,Petrol,304.0,27.0,27.0,14.362266857962696
1595,Petrol,304.0,27.0,27.0,14.362266857962696
1596,Petrol,410.0,24.0,12.0,14.362266857962696
1597,Petrol,410.0,24.0,12.0,14.362266857962696
1598,Petrol,410.0,24.0,12.0,14.362266857962696
1599,Petrol,410.0,24.0,12.0,14.362266857962696
1600,Petrol,410.0,24.0,12.0,14.362266857962696
1601,Petrol,410.0,24.0,12.0,14.362266857962696
1602,Petrol,410.0,24.0,12.0,14.362266857962696
1603,Petrol,410.0,24.0,12.0,14.362266857962696
1604,Petrol,410.0,24.0,12.0,14.362266857962696
1605,Petrol,410.0,24.0,12.0,14.362266857962696
1606,Petrol,410.0,24.0,12.0,14.362266857962696
1607,Petrol,187.0,12.0,4.0,14.362266857962696
1608,Petrol,187.0,12.0,4.0,14.362266857962696
1609,Petrol,187.0,12.0,4.0,14.362266857962696
1610,Petrol,228.0,11.0,9.0,14.362266857962696
1611,Petrol,228.0,11.0,9.0,14.362266857962696
1612,Petrol,228.0,11.0,9.0,14.362266857962696
1613,Petrol,302.0,22.0,23.0,14.362266857962696
1614,Petrol,302.0,22.0,23.0,14.362266857962696
1615,Petrol,302.0,22.0,23.0,14.362266857962696
1616,Petrol,302.0,22.0,23.0,14.362266857962696
1617,Petrol,302.0,22.0,23.0,14.362266857962696
1618,Petrol,302.0,22.0,23.0,14.362266857962696
1619,Petrol,302.0,22.0,23.0,14.362266857962696
1620,Petrol,302.0,22.0,23.0,14.362266857962696
1621,Petrol,96.0,8.0,9.0,14.362266857962696
1622,Petrol,96.0,8.0,9.0,14.362266857962696
1623,Petrol,96.0,8.0,9.0,14.362266857962696
1624,Petrol,96.0,8.0,9.0,14.362266857962696
1625,Petrol,96.0,8.0,9.0,14.362266857962696
1626,Petrol,96.0,8.0,9.0,14.362266857962696
1627,Petrol,96.0,8.0,9.0,14.362266857962696
1628,Petrol,96.0,8.0,9.0,14.362266857962696
1629,Petrol,96.0,8.0,9.0,14.362266857962696
1630,Petrol,96.0,8.0,9.0,14.362266857962696
1631,Petrol,96.0,8.0,9.0,14.362266857962696
1632,Petrol,88.0,7.0,9.0,14.362266857962696
1633,Petrol,88.0,7.0,9.0,14.362266857962696
1634,Petrol,88.0,7.0,9.0,14.362266857962696
1635,Petrol,88.0,7.0,9.0,14.362266857962696
1636,Petrol,88.0,7.0,9.0,14.362266857962696
1637,Petrol,88.0,7.0,9.0,14.362266857962696
1638,Petrol,88.0,7.0,9.0,14.362266857962696
1639,Petrol,88.0,7.0,9.0,14.362266857962696
1640,Petrol,88.0,7.0,9.0,14.362266857962696
1641,Petrol,88.0,7.0,9.0,14.362266857962696
1642,Petrol,88.0,7.0,9.0,14.362266857962696
1643,Petrol,88.0,7.0,9.0,14.362266857962696
1644,Petrol,88.0,7.0,9.0,14.362266857962696
1645,Petrol,88.0,7.0,9.0,14.362266857962696
1646,Petrol,88.0,7.0,9.0,14.362266857962696
1647,Petrol,88.0,7.0,9.0,14.362266857962696
1648,Petrol,88.0,7.0,9.0,14.362266857962696
1649,Petrol,88.0,7.0,9.0,14.362266857962696
1650,Petrol,88.0,7.0,9.0,14.362266857962696
1651,Petrol,96.0,8.0,9.0,14.362266857962696
1652,Petrol,96.0,8.0,9.0,14.362266857962696
1653,Petrol,96.0,8.0,9.0,14.362266857962696
1654,Petrol,96.0,8.0,9.0,14.362266857962696
1655,Petrol,96.0,8.0,9.0,14.362266857962696
1656,Petrol,96.0,8.0,9.0,14.362266857962696
1657,Petrol,96.0,8.0,9.0,14.362266857962696
1658,Petrol,96.0,8.0,9.0,14.362266857962696
1659,Petrol,96.0,8.0,9.0,14.362266857962696
1660,Petrol,96.0,8.0,9.0,14.362266857962696
1661,Petrol,96.0,8.0,9.0,14.362266857962696
1662,Petrol,88.0,7.0,9.0,14.362266857962696
1663,Petrol,88.0,7.0,9.0,14.362266857962696
1664,Petrol,88.0,7.0,9.0,14.362266857962696
1665,Petrol,88.0,7.0,9.0,14.362266857962696
1666,Petrol,88.0,7.0,9.0,14.362266857962696
1667,Petrol,88.0,7.0,9.0,14.362266857962696
1668,Petrol,88.0,7.0,9.0,14.362266857962696
1669,Petrol,88.0,7.0,9.0,14.362266857962696
1670,Petrol,88.0,7.0,9.0,14.362266857962696
1671,Petrol,96.0,8.0,9.0,14.362266857962696
1672,Petrol,96.0,8.0,9.0,14.362266857962696
1673,Petrol,96.0,8.0,9.0,14.362266857962696
1674,Petrol,96.0,8.0,9.0,14.362266857962696
1675,Petrol,96.0,8.0,9.0,14.362266857962696
1676,Petrol,96.0,8.0,9.0,14.362266857962696
1677,Petrol,96.0,8.0,9.0,14.362266857962696
1678,Petrol,96.0,8.0,9.0,14.362266857962696
1679,Petrol,96.0,8.0,9.0,14.362266857962696
1680,Petrol,96.0,8.0,9.0,14.362266857962696
1681,Petrol,88.0,7.0,9.0,14.362266857962696
1682,Petrol,88.0,7.0,9.0,14.362266857962696
1683,Petrol,88.0,7.0,9.0,14.362266857962696
1684,Petrol,88.0,7.0,9.0,14.362266857962696
1685,Petrol,88.0,7.0,9.0,14.362266857962696
1686,Petrol,88.0,7.0,9.0,14.362266857962696
1687,Petrol,88.0,7.0,9.0,14.362266857962696
1688,Petrol,96.0,8.0,9.0,14.362266857962696
1689,Petrol,96.0,8.0,9.0,14.362266857962696
1690,Petrol,96.0,8.0,9.0,14.362266857962696
1691,Petrol,96.0,8.0,9.0,14.362266857962696
1692,Petrol,96.0,8.0,9.0,14.362266857962696
1693,Petrol,96.0,8.0,9.0,14.362266857962696
1694,Petrol,96.0,8.0,9.0,14.362266857962696
1695,Petrol,96.0,8.0,9.0,14.362266857962696
1696,Petrol,96.0,8.0,9.0,14.362266857962696
1697,Petrol,96.0,8.0,9.0,14.362266857962696
1698,Petrol,96.0,8.0,9.0,14.362266857962696
1699,Petrol,96.0,8.0,9.0,14.362266857962696
1700,Petrol Electric,96.0,8.0,9.0,0.0
1701,Petrol Electric,96.0,8.0,9.0,0.0
1702,Petrol Electric,96.0,8.0,9.0,0.0
1703,Petrol Electric,96.0,8.0,9.0,0.0
1704,Petrol Electric,96.0,8.0,9.0,0.0
1705,Petrol Electric,96.0,8.0,9.0,0.0
1706,Petrol Electric,96.0,8.0,9.0,0.0
1707,Petrol Electric,96.0,8.0,9.0,0.0
1708,Petrol Electric,96.0,8.0,9.0,0.0
1709,Petrol Electric,96.0,8.0,9.0,0.0
1710,Petrol Electric,88.0,7.0,9.0,0.0
1711,Petrol Electric,88.0,7.0,9.0,0.0
1712,Petrol Electric,88.0,7.0,9.0,0.0
1713,Petrol Electric,88.0,7.0,9.0,0.0
1714,Petrol Electric,88.0,7.0,9.0,0.0
1715,Petrol Electric,88.0,7.0,9.0,0.0
1716,Petrol Electric,88.0,7.0,9.0,0.0
1717,Petrol Electric,88.0,7.0,9.0,0.0
1718,Petrol Electric,88.0,7.0,9.0,0.0
1719,Petrol Electric,88.0,7.0,9.0,0.0
1720,Petrol Electric,88.0,7.0,9.0,0.0
1721,Petrol Electric,88.0,7.0,9.0,0.0
1722,Petrol Electric,88.0,7.0,9.0,0.0
1723,Petrol Electric,88.0,7.0,9.0,0.0
1724,Petrol Electric,88.0,7.0,9.0,0.0
1725,Petrol Electric,88.0,7.0,9.0,0.0
1726,Petrol Electric,88.0,7.0,9.0,0.0
1727,Petrol Electric,88.0,7.0,9.0,0.0
1728,Petrol Electric,88.0,7.0,9.0,0.0
1729,Petrol Electric,88.0,7.0,9.0,0.0
1730,Petrol Electric,88.0,7.0,9.0,0.0
1731,Petrol Electric,96.0,8.0,9.0,0.0
1732,Petrol Electric,96.0,8.0,9.0,0.0
1733,Petrol Electric,96.0,8.0,9.0,0.0
1734,Petrol Electric,96.0,8.0,9.0,0.0
1735,Petrol Electric,96.0,8.0,9.0,0.0
1736,Petrol Electric,96.0,8.0,9.0,0.0
