,Fuel Type,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km]
1737,Petrol Electric,96.0,8.0,9.0,0.0
1738,Petrol Electric,96.0,8.0,9.0,0.0
1739,Petrol Electric,96.0,8.0,9.0,0.0
1740,Petrol Electric,96.0,8.0,9.0,0.0
1741,Petrol Electric,88.0,7.0,9.0,0.0
1742,Petrol Electric,88.0,7.0,9.0,0.0
1743,Petrol Electric,88.0,7.0,9.0,0.0
1744,Petrol Electric,88.0,7.0,9.0,0.0
1745,Petrol Electric,88.0,7.0,9.0,0.0
1746,Petrol Electric,88.0,7.0,9.0,0.0
1747,Petrol Electric,88.0,7.0,9.0,0.0
1748,Petrol Electric,88.0,7.0,9.0,0.0
1749,Petrol Electric,88.0,7.0,9.0,0.0
1750,Petrol Electric,88.0,7.0,9.0,0.0
1751,Petrol Electric,88.0,7.0,9.0,0.0
1752,Petrol Electric,96.0,8.0,9.0,0.0
1753,Petrol Electric,96.0,8.0,9.0,0.0
1754,Petrol Electric,96.0,8.0,9.0,0.0
1755,Petrol Electric,96.0,8.0,9.0,0.0
1756,Petrol Electric,96.0,8.0,9.0,0.0
1757,Petrol Electric,96.0,8.0,9.0,0.0
1758,Petrol Electric,96.0,8.0,9.0,0.0
1759,Petrol Electric,96.0,8.0,9.0,0.0
1760,Petrol Electric,96.0,8.0,9.0,0.0
1761,Petrol Electric,96.0,8.0,9.0,0.0
1762,Petrol Electric,96.0,8.0,9.0,0.0
1763,Petrol Electric,96.0,8.0,9.0,0.0
1764,Petrol Electric,96.0,8.0,9.0,0.0
1765,Petrol,58.0,6.0,4.0,14.362266857962696
1766,Petrol,58.0,6.0,4.0,14.362266857962696
1767,Petrol,58.0,6.0,4.0,14.362266857962696
1768,Petrol,52.0,7.0,6.0,14.362266857962696
1769,Petrol,52.0,7.0,6.0,14.362266857962696
1770,Petrol,52.0,7.0,6.0,14.362266857962696
1771,Petrol,52.0,7.0,6.0,14.362266857962696
1772,Petrol,52.0,7.0,6.0,14.362266857962696
1773,Petrol,52.0,7.0,6.0,14.362266857962696
1774,Petrol,52.0,7.0,6.0,14.362266857962696
1775,Petrol,52.0,7.0,6.0,14.362266857962696
1776,Petrol,52.0,7.0,6.0,14.362266857962696
1777,Petrol,52.0,7.0,6.0,14.362266857962696
1778,Petrol,52.0,7.0,6.0,14.362266857962696
1779,Petrol,52.0,7.0,6.0,14.362266857962696
1780,Petrol,52.0,7.0,6.0,14.362266857962696
1781,Petrol,52.0,7.0,6.0,14.362266857962696
1782,Petrol,52.0,7.0,6.0,14.362266857962696
1783,Petrol,52.0,7.0,6.0,14.362266857962696
1784,Petrol,52.0,7.0,6.0,14.362266857962696
1785,Petrol,52.0,7.0,6.0,14.362266857962696
1786,Petrol,52.0,7.0,6.0,14.362266857962696
1787,Petrol,52.0,7.0,6.0,14.362266857962696
1788,Petrol,52.0,7.0,6.0,14.362266857962696
1789,Petrol,52.0,7.0,6.0,14.362266857962696
1790,Petrol,52.0,7.0,6.0,14.362266857962696
1791,Petrol,52.0,7.0,6.0,14.362266857962696
1792,Petrol,52.0,7.0,6.0,14.362266857962696
1793,Petrol,52.0,7.0,6.0,14.362266857962696
1794,Petrol,52.0,7.0,6.0,14.362266857962696
1795,Petrol,52.0,7.0,6.0,14.362266857962696
1796,Petrol,52.0,7.0,6.0,14.362266857962696
1797,Petrol,52.0,7.0,6.0,14.362266857962696
1798,Petrol,52.0,7.0,6.0,14.362266857962696
1799,Petrol,52.0,7.0,6.0,14.362266857962696
1800,Petrol,52.0,7.0,6.0,14.362266857962696
1801,Petrol,52.0,7.0,6.0,14.362266857962696
1802,Petrol,52.0,7.0,6.0,14.362266857962696
1803,Petrol,52.0,7.0,6.0,14.362266857962696
1804,Petrol,52.0,7.0,6.0,14.362266857962696
1805,Petrol,52.0,7.0,6.0,14.362266857962696
1806,Petrol,52.0,7.0,6.0,14.362266857962696
1807,Petrol,52.0,7.0,6.0,14.362266857962696
1808,Petrol,224.0,21.0,27.0,14.362266857962696
1809,Petrol,174.0,24.0,23.0,14.362266857962696
1810,Petrol Electric,222.0,24.0,20.0,14.362266857962696
1811,Petrol Electric,203.0,27.0,27.0,14.362266857962696
1812,Petrol Electric,222.0,24.0,20.0,14.362266857962696
1813,Petrol Electric,252.0,23.0,16.0,14.362266857962696
1814,Petrol Electric,252.0,23.0,16.0,14.362266857962696
1815,Petrol Electric,203.0,27.0,27.0,14.362266857962696
1816,Petrol Electric,222.0,24.0,20.0,14.362266857962696
1817,Petrol Electric,252.0,23.0,16.0,14.362266857962696
1818,Petrol Electric,211.0,27.0,25.0,14.362266857962696
1819,Petrol Electric,203.0,27.0,27.0,14.362266857962696
1820,Petrol Electric,94.0,14.0,3.0,14.362266857962696
1821,Petrol Electric,94.0,14.0,3.0,14.362266857962696
1822,Petrol,249.0,28.0,21.0,14.362266857962696
1823,Petrol,249.0,28.0,21.0,14.362266857962696
1824,Petrol,187.0,25.0,42.0,14.362266857962696
1825,Petrol,249.0,28.0,21.0,14.362266857962696
1826,Petrol,187.0,25.0,42.0,14.362266857962696
1827,Petrol,187.0,25.0,42.0,14.362266857962696
1828,Diesel Electric,113.0,18.46445497630332,14.0,52.0
1829,Diesel Electric,113.0,18.46445497630332,14.0,52.0
1830,Petrol,249.0,28.0,21.0,14.362266857962696
1831,Diesel Electric,285.0,18.46445497630332,33.0,68.0
1832,Diesel Electric,113.0,18.46445497630332,14.0,52.0
1833,Petrol,249.0,28.0,21.0,14.362266857962696
1834,Diesel Electric,113.0,18.46445497630332,14.0,52.0
1835,Petrol,187.0,25.0,42.0,14.362266857962696
1836,Petrol,187.0,25.0,42.0,14.362266857962696
1837,Diesel Electric,315.0,18.46445497630332,34.0,68.0
1838,Diesel Electric,136.0,18.46445497630332,57.0,91.0
1839,Petrol,500.0,14.0,22.0,14.362266857962696
1840,Petrol,581.0,17.0,25.0,14.362266857962696
1841,Diesel Electric,315.0,18.46445497630332,34.0,68.0
1842,Diesel Electric,136.0,18.46445497630332,57.0,91.0
1843,Diesel Electric,136.0,18.46445497630332,57.0,91.0
1844,Petrol,500.0,14.0,22.0,14.362266857962696
1845,Diesel Electric,315.0,18.46445497630332,34.0,68.0
1846,Diesel Electric,136.0,18.46445497630332,57.0,91.0
1847,Diesel Electric,141.0,18.46445497630332,30.0,63.0
1848,Diesel Electric,315.0,18.46445497630332,34.0,68.0
1849,Diesel Electric,136.0,18.46445497630332,57.0,91.0
1850,Diesel Electric,141.0,18.46445497630332,30.0,63.0
1851,Petrol,794.0,23.0,21.0,14.362266857962696
1852,Petrol,405.0,23.0,12.0,14.362266857962696
1853,Diesel Electric,315.0,18.46445497630332,34.0,68.0
1854,Diesel,77.0,18.46445497630332,15.0,14.362266857962696
1855,Diesel,77.0,18.46445497630332,15.0,14.362266857962696
1856,Diesel Electric,130.0,18.46445497630332,14.0,14.362266857962696
1857,Petrol,417.0,42.0,32.0,14.362266857962696
1858,Petrol Electric,417.0,42.0,32.0,14.362266857962696
1859,Diesel Electric,120.0,18.46445497630332,25.0,14.362266857962696
1860,Petrol Electric,378.0,24.0,18.0,14.362266857962696
1861,Petrol Electric,378.0,24.0,18.0,14.362266857962696
1862,Diesel Electric,130.0,18.46445497630332,14.0,14.362266857962696
1863,Petrol Electric,417.0,42.0,32.0,14.362266857962696
1864,Petrol Electric,417.0,42.0,32.0,14.362266857962696
1865,Petrol Electric,378.0,24.0,18.0,14.362266857962696
1866,Petrol Electric,378.0,24.0,18.0,14.362266857962696
1867,Petrol,387.0,26.0,24.0,14.362266857962696
1868,Petrol,387.0,26.0,24.0,14.362266857962696
1869,Petrol,473.0,39.0,47.0,14.362266857962696
1870,Petrol,473.0,39.0,47.0,14.362266857962696
1871,Petrol Electric,487.0,12.0,5.0,14.362266857962696
1872,Petrol Electric,487.0,12.0,5.0,14.362266857962696
1873,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1874,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1875,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1876,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1877,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1878,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1879,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1880,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1881,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1882,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1883,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1884,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1885,Electricity / Petrol,127.0,13.0,6.0,14.362266857962696
1886,Diesel,120.0,0.0,30.0,72.0
1887,Diesel,120.0,0.0,30.0,72.0
1888,Diesel,82.0,0.0,23.0,62.0
1889,Diesel,82.0,0.0,23.0,62.0
1890,Petrol,308.0,22.0,19.0,0.0
1891,Petrol,308.0,22.0,19.0,0.0
1892,Petrol,309.0,18.0,26.0,0.0
1893,Petrol,309.0,18.0,26.0,0.0
1894,Petrol,768.0,44.0,24.0,0.0
1895,Petrol,768.0,44.0,24.0,0.0
1896,Diesel,120.0,0.0,30.0,72.0
1897,Diesel,120.0,0.0,30.0,72.0
1898,Diesel,82.0,0.0,23.0,62.0
1899,Diesel,82.0,0.0,23.0,62.0
1900,Petrol,308.0,22.0,19.0,0.0
1901,Petrol,308.0,22.0,19.0,0.0
1902,Petrol,309.0,18.0,26.0,0.0
1903,Petrol,309.0,18.0,26.0,0.0
1904,Petrol,768.0,44.0,24.0,0.0
1905,Petrol,768.0,44.0,24.0,0.0
1906,Diesel,120.0,0.0,30.0,72.0
1907,Diesel,120.0,0.0,30.0,72.0
1908,Petrol,768.0,44.0,24.0,0.0
1909,Petrol,768.0,44.0,24.0,0.0
1910,Diesel,120.0,0.0,30.0,72.0
1911,Diesel,120.0,0.0,30.0,72.0
1912,Diesel,82.0,0.0,23.0,62.0
1913,Diesel,82.0,0.0,23.0,62.0
1914,Petrol,308.0,22.0,19.0,0.0
1915,Petrol,308.0,22.0,19.0,0.0
1916,Petrol,309.0,18.0,26.0,0.0
1917,Petrol,309.0,18.0,26.0,0.0
1918,Petrol,862.0,64.0,39.0,0.0
1919,Petrol,862.0,64.0,39.0,0.0
1920,Petrol,862.0,64.0,39.0,0.0
1921,Petrol,862.0,64.0,39.0,0.0
1922,Petrol,862.0,64.0,39.0,0.0
1923,Petrol,862.0,64.0,39.0,0.0
1924,Diesel,33.0,0.0,45.0,54.0
1925,Diesel,33.0,0.0,45.0,54.0
1926,Diesel,20.0,0.0,40.0,45.0
1927,Diesel,20.0,0.0,40.0,45.0
1928,Petrol,631.0,30.0,28.0,0.0
1929,Petrol,631.0,30.0,28.0,0.0
1930,Petrol,113.0,21.0,28.0,0.0
1931,Petrol,113.0,21.0,28.0,0.0
1932,Petrol,197.0,25.0,30.0,0.0
1933,Petrol,197.0,25.0,30.0,0.0
1934,Petrol,134.0,22.0,22.0,0.0
1935,Petrol,134.0,22.0,22.0,0.0
1936,Electricity / Petrol,639.0,31.0,4.0,0.0
1937,Electricity / Petrol,639.0,31.0,4.0,0.0
1938,Diesel,33.0,0.0,45.0,54.0
1939,Diesel,33.0,0.0,45.0,54.0
1940,Diesel,20.0,0.0,40.0,45.0
1941,Diesel,20.0,0.0,40.0,45.0
1942,Diesel,30.0,0.0,43.0,51.0
1943,Diesel,30.0,0.0,43.0,51.0
1944,Petrol,631.0,30.0,28.0,0.0
1945,Petrol,631.0,30.0,28.0,0.0
1946,Petrol,113.0,21.0,28.0,0.0
1947,Petrol,113.0,21.0,28.0,0.0
1948,Petrol,197.0,25.0,30.0,0.0
1949,Petrol,197.0,25.0,30.0,0.0
1950,Petrol,134.0,22.0,22.0,0.0
1951,Petrol,134.0,22.0,22.0,0.0
1952,Diesel,20.0,0.0,40.0,45.0
1953,Diesel,20.0,0.0,40.0,45.0
1954,Diesel,30.0,0.0,43.0,51.0
1955,Diesel,30.0,0.0,43.0,51.0
1956,Petrol,631.0,30.0,28.0,0.0
1957,Petrol,631.0,30.0,28.0,0.0
1958,Petrol,197.0,25.0,30.0,0.0
1959,Petrol,197.0,25.0,30.0,0.0
1960,Diesel,33.0,0.0,45.0,54.0
1961,Diesel,33.0,0.0,45.0,54.0
1962,Diesel,20.0,0.0,40.0,45.0
1963,Diesel,20.0,0.0,40.0,45.0
1964,Diesel,30.0,0.0,43.0,51.0
1965,Diesel,30.0,0.0,43.0,51.0
1966,Electricity / Petrol,639.0,31.0,4.0,0.0
1967,Electricity / Petrol,639.0,31.0,4.0,0.0
1968,Petrol,631.0,30.0,28.0,0.0
1969,Petrol,631.0,30.0,28.0,0.0
1970,Petrol,113.0,21.0,28.0,0.0
1971,Petrol,113.0,21.0,28.0,0.0
1972,Petrol,197.0,25.0,30.0,0.0
1973,Petrol,197.0,25.0,30.0,0.0
1974,Petrol,134.0,22.0,22.0,0.0
1975,Petrol,134.0,22.0,22.0,0.0
1976,Diesel,33.0,0.0,45.0,54.0
1977,Diesel,33.0,0.0,45.0,54.0
1978,Diesel,20.0,0.0,40.0,45.0
1979,Diesel,20.0,0.0,40.0,45.0
1980,Diesel,30.0,0.0,43.0,51.0
1981,Diesel,30.0,0.0,43.0,51.0
1982,Electricity / Petrol,639.0,31.0,4.0,0.0
1983,Electricity / Petrol,639.0,31.0,4.0,0.0
1984,Petrol,631.0,30.0,28.0,0.0
1985,Petrol,631.0,30.0,28.0,0.0
1986,Petrol,113.0,21.0,28.0,0.0
1987,Petrol,113.0,21.0,28.0,0.0
1988,Petrol,197.0,25.0,30.0,0.0
1989,Petrol,197.0,25.0,30.0,0.0
1990,Petrol,134.0,22.0,22.0,0.0
1991,Petrol,134.0,22.0,22.0,0.0
1992,Petrol,202.0,12.0,21.0,0.0
1993,Petrol,202.0,12.0,21.0,0.0
1994,Petrol,270.0,14.0,27.0,0.0
1995,Petrol,270.0,14.0,27.0,0.0
1996,Petrol,294.0,39.0,34.0,0.0
1997,Petrol,294.0,39.0,34.0,0.0
1998,Petrol,270.0,14.0,27.0,0.0
1999,Petrol,270.0,14.0,27.0,0.0
2000,Petrol,294.0,39.0,34.0,0.0
2001,Petrol,294.0,39.0,34.0,0.0
2002,Petrol,270.0,14.0,27.0,0.0
2003,Petrol,270.0,14.0,27.0,0.0
2004,Petrol,294.0,39.0,34.0,0.0
2005,Petrol,294.0,39.0,34.0,0.0
2006,Petrol,202.0,12.0,21.0,0.0
2007,Petrol,202.0,12.0,21.0,0.0
2008,Petrol,270.0,14.0,27.0,0.0
2009,Petrol,270.0,14.0,27.0,0.0
2010,Petrol,294.0,39.0,34.0,0.0
2011,Petrol,294.0,39.0,34.0,0.0
2012,Petrol Electric,310.0,19.0,4.0,0.0
2013,Petrol Electric,310.0,19.0,4.0,0.0
2014,Petrol,202.0,12.0,21.0,0.0
2015,Petrol,202.0,12.0,21.0,0.0
2016,Petrol,270.0,14.0,27.0,0.0
2017,Petrol,270.0,14.0,27.0,0.0
2018,Petrol,294.0,39.0,34.0,0.0
2019,Petrol,294.0,39.0,34.0,0.0
2020,Petrol,270.0,12.0,27.0,0.0
2021,Petrol,473.0,14.0,28.0,0.0
2022,Petrol,294.0,39.0,34.0,0.0
2023,Petrol,294.0,39.0,34.0,0.0
2024,Petrol,294.0,39.0,34.0,0.0
2025,Petrol,294.0,39.0,34.0,0.0
2026,Petrol Electric,310.0,19.0,4.0,0.0
2027,Petrol Electric,310.0,19.0,4.0,0.0
2028,Petrol,270.0,14.0,27.0,0.0
2029,Petrol,270.0,14.0,27.0,0.0
2030,Petrol Electric,310.0,19.0,4.0,0.0
2031,Petrol Electric,310.0,19.0,4.0,0.0
2032,Electricity / Petrol,639.0,31.0,4.0,0.0
2033,Electricity / Petrol,639.0,31.0,4.0,0.0
2034,Petrol,202.0,12.0,21.0,0.0
2035,Petrol,202.0,12.0,21.0,0.0
2036,Petrol,270.0,14.0,27.0,0.0
2037,Petrol,270.0,14.0,27.0,0.0
2038,Petrol,294.0,39.0,34.0,0.0
2039,Petrol,294.0,39.0,34.0,0.0
2040,Petrol Electric,310.0,19.0,4.0,0.0
2041,Petrol Electric,310.0,19.0,4.0,0.0
2042,Petrol,202.0,12.0,21.0,0.0
2043,Petrol,202.0,12.0,21.0,0.0
2044,Petrol,270.0,12.0,27.0,0.0
2045,Petrol,473.0,14.0,28.0,0.0
2046,Petrol,294.0,39.0,34.0,0.0
2047,Petrol,294.0,39.0,34.0,0.0
2048,Petrol Electric,310.0,17.0,4.0,0.0
2049,Petrol Electric,345.0,19.0,6.0,0.0
2050,Electricity / Petrol,362.0,18.0,4.0,0.0
2051,Electricity / Petrol,362.0,18.0,4.0,0.0
2052,Petrol,202.0,12.0,21.0,0.0
2053,Petrol,202.0,12.0,21.0,0.0
2054,Petrol,270.0,12.0,27.0,0.0
2055,Petrol,473.0,14.0,28.0,0.0
2056,Petrol,294.0,39.0,34.0,0.0
2057,Petrol,294.0,39.0,34.0,0.0
2058,Petrol Electric,310.0,19.0,4.0,0.0
2059,Petrol Electric,310.0,19.0,4.0,0.0
2060,Electricity / Petrol,362.0,18.0,4.0,0.0
2061,Electricity / Petrol,362.0,18.0,4.0,0.0
2062,Petrol,202.0,12.0,21.0,0.0
2063,Petrol,202.0,12.0,21.0,0.0
2064,Petrol,270.0,12.0,27.0,0.0
2065,Petrol,473.0,14.0,28.0,0.0
2066,Petrol,294.0,39.0,34.0,0.0
2067,Petrol,294.0,39.0,34.0,0.0
2068,Petrol Electric,310.0,17.0,4.0,0.0
2069,Petrol Electric,345.0,19.0,6.0,0.0
2070,Petrol,202.0,12.0,21.0,0.0
2071,Petrol,202.0,12.0,21.0,0.0
2072,Petrol,473.0,12.0,28.0,0.0
2073,Petrol,473.0,12.0,28.0,0.0
2074,Petrol,294.0,39.0,34.0,0.0
2075,Petrol,294.0,39.0,34.0,0.0
2076,Petrol,294.0,39.0,34.0,0.0
2077,Petrol,294.0,39.0,34.0,0.0
2078,Petrol Electric,310.0,17.0,4.0,0.0
2079,Petrol Electric,345.0,19.0,6.0,0.0
2080,Electricity / Petrol,362.0,18.0,4.0,0.0
2081,Electricity / Petrol,362.0,18.0,4.0,0.0
2082,Petrol,202.0,12.0,21.0,0.0
2083,Petrol,202.0,12.0,21.0,0.0
2084,Petrol,473.0,12.0,28.0,0.0
2085,Petrol,473.0,12.0,28.0,0.0
2086,Petrol,294.0,39.0,34.0,0.0
2087,Petrol,294.0,39.0,34.0,0.0
2088,Petrol,345.0,17.0,6.0,0.0
2089,Petrol,345.0,17.0,6.0,0.0
2090,Petrol,294.0,39.0,34.0,0.0
2091,Petrol,294.0,39.0,34.0,0.0
2092,Petrol,307.0,13.0,22.0,0.0
2093,Petrol Electric,383.0,20.0,3.0,0.0
2094,Petrol Electric,383.0,20.0,3.0,0.0
2095,Petrol,278.0,13.0,22.0,0.0
2096,Petrol,278.0,13.0,22.0,0.0
2097,Petrol Electric,383.0,20.0,3.0,0.0
2098,Petrol Electric,383.0,20.0,3.0,0.0
2099,Petrol,307.0,11.0,21.0,0.0
2100,Petrol,540.0,14.0,22.0,0.0
2101,Petrol Electric,383.0,20.0,3.0,0.0
2102,Petrol Electric,383.0,20.0,3.0,0.0
2103,Petrol Electric,383.0,20.0,3.0,0.0
2104,Petrol Electric,383.0,20.0,3.0,0.0
2105,Petrol,278.0,13.0,22.0,0.0
2106,Petrol,278.0,13.0,22.0,0.0
2107,Petrol,278.0,13.0,22.0,0.0
2108,Petrol,278.0,13.0,22.0,0.0
2109,Petrol Electric,383.0,20.0,3.0,0.0
2110,Petrol Electric,383.0,20.0,3.0,0.0
2111,Petrol,278.0,13.0,22.0,0.0
2112,Petrol,278.0,13.0,22.0,0.0
2113,Petrol Electric,383.0,20.0,3.0,0.0
2114,Petrol Electric,383.0,20.0,3.0,0.0
2115,Petrol,278.0,11.0,21.0,0.0
2116,Petrol,307.0,11.0,21.0,0.0
2117,Petrol,540.0,14.0,22.0,0.0
2118,Petrol Electric,383.0,20.0,3.0,0.0
2119,Petrol Electric,383.0,20.0,3.0,0.0
2120,Petrol,307.0,11.0,21.0,0.0
2121,Petrol,540.0,14.0,22.0,0.0
2122,Petrol Electric,383.0,20.0,3.0,0.0
2123,Petrol Electric,383.0,20.0,3.0,0.0
2124,Diesel,71.0,0.0,62.0,70.0
2125,Diesel,71.0,0.0,62.0,70.0
2126,Petrol,347.0,20.0,23.0,0.0
2127,Petrol,347.0,20.0,23.0,0.0
2128,Petrol,297.0,26.0,35.0,0.0
2129,Petrol,297.0,26.0,35.0,0.0
2130,Diesel,71.0,0.0,62.0,70.0
2131,Diesel,71.0,0.0,62.0,70.0
2132,Petrol,347.0,20.0,23.0,0.0
2133,Petrol,347.0,20.0,23.0,0.0
2134,Diesel,71.0,0.0,62.0,70.0
2135,Diesel,71.0,0.0,62.0,70.0
2136,Petrol,347.0,20.0,23.0,0.0
2137,Petrol,347.0,20.0,23.0,0.0
2138,Petrol,252.0,22.0,32.0,0.0
2139,Petrol,252.0,22.0,32.0,0.0
2140,Diesel,71.0,0.0,62.0,70.0
2141,Diesel,71.0,0.0,62.0,70.0
2142,Diesel,28.0,0.0,29.0,38.0
2143,Diesel,28.0,0.0,29.0,38.0
2144,Petrol,347.0,20.0,23.0,0.0
2145,Petrol,347.0,20.0,23.0,0.0
2146,Petrol,297.0,26.0,35.0,0.0
2147,Petrol,297.0,26.0,35.0,0.0
2148,Diesel,71.0,0.0,62.0,70.0
2149,Diesel,71.0,0.0,62.0,70.0
2150,Diesel,28.0,0.0,29.0,38.0
2151,Diesel,28.0,0.0,29.0,38.0
2152,Petrol,347.0,20.0,23.0,0.0
2153,Petrol,347.0,20.0,23.0,0.0
2154,Petrol,297.0,26.0,35.0,0.0
2155,Petrol,297.0,26.0,35.0,0.0
2156,Diesel,71.0,0.0,62.0,70.0
2157,Diesel,71.0,0.0,62.0,70.0
2158,Diesel,28.0,0.0,29.0,38.0
2159,Diesel,28.0,0.0,29.0,38.0
2160,Petrol,347.0,20.0,23.0,0.0
2161,Petrol,347.0,20.0,23.0,0.0
2162,Petrol,252.0,22.0,32.0,0.0
2163,Petrol,252.0,22.0,32.0,0.0
2164,Diesel,32.0,14.0,29.0,40.0
2165,Diesel,107.0,14.0,31.0,42.0
2166,Diesel,30.0,0.0,30.0,39.0
2167,Diesel,30.0,0.0,30.0,39.0
2168,Diesel,63.0,13.0,48.0,59.0
2169,Diesel,63.0,13.0,48.0,59.0
2170,Diesel,40.0,0.0,47.0,53.0
2171,Diesel,40.0,0.0,47.0,53.0
2172,Petrol,195.0,19.0,20.0,0.0
2173,Petrol,242.0,20.0,37.0,0.0
2174,Petrol,203.0,20.0,29.0,0.0
2175,Petrol,203.0,20.0,29.0,0.0
2176,Petrol,231.0,19.0,20.0,0.0
2177,Petrol,231.0,19.0,20.0,0.0
2178,Diesel,32.0,14.0,29.0,40.0
2179,Diesel,107.0,14.0,31.0,42.0
2180,Diesel,30.0,0.0,30.0,39.0
2181,Diesel,30.0,0.0,30.0,39.0
2182,Petrol,195.0,19.0,20.0,0.0
2183,Petrol,242.0,20.0,37.0,0.0
2184,Petrol,203.0,20.0,29.0,0.0
2185,Petrol,203.0,20.0,29.0,0.0
2186,Petrol,231.0,19.0,20.0,0.0
2187,Petrol,231.0,19.0,20.0,0.0
2188,Diesel,32.0,14.0,29.0,40.0
2189,Diesel,107.0,14.0,31.0,42.0
2190,Diesel,30.0,0.0,30.0,39.0
2191,Diesel,30.0,0.0,30.0,39.0
2192,Petrol,195.0,19.0,20.0,0.0
2193,Petrol,242.0,20.0,37.0,0.0
2194,Petrol,203.0,20.0,29.0,0.0
2195,Petrol,203.0,20.0,29.0,0.0
2196,Diesel,32.0,14.0,29.0,40.0
2197,Diesel,107.0,14.0,31.0,42.0
2198,Diesel,30.0,0.0,30.0,39.0
2199,Diesel,30.0,0.0,30.0,39.0
2200,Petrol,195.0,19.0,20.0,0.0
2201,Petrol,242.0,20.0,37.0,0.0
2202,Petrol,203.0,20.0,29.0,0.0
2203,Petrol,203.0,20.0,29.0,0.0
2204,Petrol,231.0,19.0,20.0,0.0
2205,Petrol,231.0,19.0,20.0,0.0
2206,Petrol,242.0,19.0,20.0,0.0
2207,Petrol,242.0,19.0,20.0,0.0
2208,Petrol,231.0,19.0,20.0,0.0
2209,Petrol,231.0,19.0,20.0,0.0
2210,Petrol,242.0,19.0,20.0,0.0
2211,Petrol,242.0,19.0,20.0,0.0
2212,Petrol,231.0,19.0,20.0,0.0
2213,Petrol,231.0,19.0,20.0,0.0
2214,Diesel,107.0,0.0,31.0,40.0
2215,Diesel,107.0,0.0,31.0,40.0
2216,Diesel,63.0,13.0,48.0,59.0
2217,Diesel,63.0,13.0,48.0,59.0
2218,Diesel,40.0,7.0,47.0,53.0
2219,Diesel,40.0,7.0,47.0,54.0
2220,Petrol,195.0,20.0,22.0,0.0
2221,Petrol,302.0,23.0,37.0,0.0
2222,Diesel,107.0,0.0,31.0,40.0
2223,Diesel,107.0,0.0,31.0,40.0
2224,Petrol,195.0,20.0,22.0,0.0
2225,Petrol,302.0,23.0,37.0,0.0
2226,Diesel,107.0,0.0,31.0,40.0
2227,Diesel,107.0,0.0,31.0,40.0
2228,Petrol,195.0,20.0,22.0,0.0
2229,Petrol,302.0,23.0,37.0,0.0
2230,Diesel,107.0,0.0,31.0,40.0
2231,Diesel,107.0,0.0,31.0,40.0
2232,Petrol,195.0,20.0,22.0,0.0
2233,Petrol,302.0,23.0,37.0,0.0
2234,Petrol,242.0,19.0,20.0,0.0
2235,Petrol,242.0,19.0,20.0,0.0
2236,Petrol,231.0,19.0,20.0,0.0
2237,Petrol,231.0,19.0,20.0,0.0
2238,Petrol,242.0,19.0,20.0,0.0
2239,Petrol,242.0,19.0,20.0,0.0
2240,Petrol,231.0,19.0,20.0,0.0
2241,Petrol,231.0,19.0,20.0,0.0
2242,Petrol,242.0,19.0,20.0,0.0
2243,Petrol,242.0,19.0,20.0,0.0
2244,Petrol,162.0,15.0,13.0,0.0
2245,Petrol,162.0,15.0,13.0,0.0
2246,Petrol,156.0,12.0,21.0,0.0
2247,Petrol,156.0,12.0,21.0,0.0
2248,Petrol,162.0,15.0,13.0,0.0
2249,Petrol,162.0,15.0,13.0,0.0
2250,Petrol,156.0,12.0,21.0,0.0
2251,Petrol,156.0,12.0,21.0,0.0
2252,Petrol,162.0,15.0,13.0,0.0
2253,Petrol,162.0,15.0,13.0,0.0
2254,Petrol,156.0,12.0,21.0,0.0
2255,Petrol,156.0,12.0,21.0,0.0
2256,Petrol,162.0,15.0,13.0,0.0
2257,Petrol,162.0,15.0,13.0,0.0
2258,Petrol,156.0,12.0,21.0,0.0
2259,Petrol,156.0,12.0,21.0,0.0
2260,Petrol,162.0,15.0,13.0,0.0
2261,Petrol,162.0,15.0,13.0,0.0
2262,Petrol,156.0,12.0,21.0,0.0
2263,Petrol,156.0,12.0,21.0,0.0
2264,Petrol,162.0,15.0,13.0,0.0
2265,Petrol,162.0,15.0,13.0,0.0
2266,Petrol,156.0,12.0,21.0,0.0
2267,Petrol,156.0,12.0,21.0,0.0
2268,Diesel,29.0,7.0,42.0,48.0
2269,Diesel,29.0,7.0,42.0,48.0
2270,Petrol,166.0,0.0,37.0,85.0
2271,Petrol,166.0,0.0,37.0,85.0
2272,Petrol,176.0,0.0,44.0,96.0
2273,Petrol,176.0,0.0,44.0,96.0
2274,Diesel,47.0,8.0,55.0,62.0
2275,Diesel,47.0,8.0,55.0,62.0
2276,Diesel,29.0,7.0,42.0,48.0
2277,Diesel,29.0,7.0,42.0,48.0
