,count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,easting,northing,latitude,longitude,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
22224,951879,N,2008,20/05/2008,7,1,South West,144,"Bristol, City of",U,Minor,363128,176155,51.48313988,-2.53238098,1,0,9,0,0,0,0,0,0,0,0,0,9
23267,966010,W,2008,20/05/2008,18,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,2,1,49,0,3,0,0,0,0,0,0,0,53
23268,966010,W,2008,20/05/2008,7,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,15,6,221,0,31,0,0,0,0,0,0,0,258
23654,966011,W,2008,03/04/2008,15,1,South West,144,"Bristol, City of",U,Minor,361318,174898,51.47171684,-2.55830722,1,0,87,0,4,2,0,2,0,0,0,4,95
23653,966011,W,2008,03/04/2008,14,1,South West,144,"Bristol, City of",U,Minor,361318,174898,51.47171684,-2.55830722,4,3,44,0,6,0,0,0,0,0,0,0,53
23652,966011,W,2008,03/04/2008,13,1,South West,144,"Bristol, City of",U,Minor,361318,174898,51.47171684,-2.55830722,1,0,60,0,10,0,0,0,0,0,0,0,70
23279,966010,E,2008,20/05/2008,18,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,10,0,6,0,1,0,0,0,0,0,0,0,7
23278,966010,E,2008,20/05/2008,17,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,16,0,1,0,0,0,0,0,0,0,0,0,1
23277,966010,E,2008,20/05/2008,16,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,11,0,3,0,0,0,0,0,0,0,0,0,3
22239,951879,S,2008,20/05/2008,10,1,South West,144,"Bristol, City of",U,Minor,363128,176155,51.48313988,-2.53238098,0,0,7,0,1,0,0,0,0,0,0,0,8
23276,966010,E,2008,20/05/2008,15,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,7,0,3,0,0,0,0,0,0,0,0,0,3
23274,966010,E,2008,20/05/2008,13,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,3,1,1,0,0,0,0,0,0,0,0,0,2
23273,966010,W,2008,20/05/2008,12,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,1,2,36,0,10,3,0,0,0,0,0,3,51
23272,966010,W,2008,20/05/2008,11,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,1,0,52,0,8,0,0,0,0,0,0,0,60
23271,966010,W,2008,20/05/2008,10,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,1,0,52,0,8,0,0,0,0,0,0,0,60
23270,966010,W,2008,20/05/2008,9,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,4,1,112,0,12,0,0,0,0,0,0,0,125
23269,966010,W,2008,20/05/2008,8,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,28,1,286,0,24,0,0,0,0,0,0,0,311
23275,966010,E,2008,20/05/2008,14,1,South West,144,"Bristol, City of",U,Minor,361294,173293,51.45728449,-2.55847648,2,0,0,0,0,0,0,0,0,0,0,0,0
19293,946806,W,2008,30/04/2008,16,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,0,8,0,1,0,0,0,0,0,0,0,9
18778,47676,S,2008,23/05/2008,17,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,3,9,545,6,27,0,0,0,0,0,0,0,587
18780,47676,S,2008,23/05/2008,7,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,1,10,462,2,90,5,2,0,0,0,0,7,571
19193,930421,N,2008,25/04/2008,12,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,3,4,340,9,82,10,2,2,0,0,0,14,449
19194,930421,S,2008,25/04/2008,13,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,2,5,399,7,85,17,4,1,0,0,0,22,518
19195,930421,S,2008,25/04/2008,14,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,2,6,394,11,62,19,3,0,0,0,0,22,495
19196,930421,S,2008,25/04/2008,15,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,11,16,560,11,99,20,2,0,0,0,0,22,708
19197,930421,S,2008,25/04/2008,16,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,6,15,579,8,96,15,0,1,0,0,0,16,714
19198,930421,S,2008,25/04/2008,17,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,4,14,594,8,85,10,0,0,0,0,0,10,711
19199,930421,S,2008,25/04/2008,18,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,3,7,520,9,43,3,0,0,0,0,0,3,582
19200,930421,S,2008,25/04/2008,7,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,3,3,238,7,63,10,0,0,0,0,0,10,321
19201,930421,S,2008,25/04/2008,8,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,4,1,373,9,71,6,2,0,0,0,0,8,462
19202,930421,S,2008,25/04/2008,9,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,2,2,279,10,71,12,2,0,0,0,0,14,376
19203,930421,S,2008,25/04/2008,10,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,3,2,249,6,51,6,3,1,0,1,0,11,319
19204,930421,S,2008,25/04/2008,11,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,1,5,267,7,70,6,2,1,0,0,0,9,358
19205,930421,S,2008,25/04/2008,12,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,1,8,327,8,72,14,3,0,0,0,0,17,432
19206,930421,N,2008,25/04/2008,13,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,2,8,345,5,70,17,4,1,2,0,0,24,452
19192,930421,N,2008,25/04/2008,11,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,4,1,338,11,61,4,1,1,1,0,0,7,418
19207,930421,N,2008,25/04/2008,14,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,2,6,322,6,73,2,6,0,0,0,0,8,415
19209,930421,N,2008,25/04/2008,16,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,8,5,413,5,82,3,1,2,0,0,0,6,511
19210,930421,N,2008,25/04/2008,17,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,2,6,378,5,63,2,0,0,0,0,0,2,454
19211,930421,N,2008,25/04/2008,18,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,1,3,467,2,55,4,0,0,0,0,0,4,531
19212,930428,N,2008,07/10/2008,7,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,5,2,35,0,16,1,1,0,0,0,0,2,55
19213,930428,N,2008,07/10/2008,8,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,11,2,56,0,15,0,0,0,0,0,0,0,73
19214,930428,N,2008,07/10/2008,9,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,7,4,67,0,23,0,1,0,0,0,0,1,95
19215,930428,N,2008,07/10/2008,10,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,6,1,57,0,30,1,0,0,0,0,0,1,89
19216,930428,N,2008,07/10/2008,11,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,13,0,44,0,16,1,0,0,0,0,0,1,61
19217,930428,N,2008,07/10/2008,12,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,6,3,75,0,16,0,0,0,0,0,0,0,94
19218,930428,S,2008,07/10/2008,13,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,15,6,101,0,27,0,0,0,0,0,0,0,134
19219,930428,S,2008,07/10/2008,14,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,7,1,80,1,25,3,0,0,0,0,0,3,110
19220,930428,S,2008,07/10/2008,15,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,5,5,82,0,22,0,0,0,0,0,0,0,109
19221,930428,S,2008,07/10/2008,16,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,14,2,157,0,38,0,0,0,0,0,0,0,197
19222,930428,S,2008,07/10/2008,17,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,16,4,163,0,19,0,0,0,0,0,0,0,186
19208,930421,N,2008,25/04/2008,15,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,4,3,435,8,72,1,1,0,0,0,0,2,520
19191,930421,N,2008,25/04/2008,10,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,4,1,338,11,61,4,1,1,1,0,0,7,418
19190,930421,N,2008,25/04/2008,9,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,2,4,376,11,68,9,2,0,0,0,0,11,470
19189,930421,N,2008,25/04/2008,8,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,11,9,334,9,76,12,3,1,0,0,0,16,444
19158,74625,E,2008,16/09/2008,13,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,12,17,1191,21,275,29,9,19,1,4,12,74,1578
19159,74625,E,2008,16/09/2008,14,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,3,15,1078,51,264,39,9,17,3,3,10,81,1489
19160,74625,E,2008,16/09/2008,15,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,12,27,1202,21,289,33,10,12,2,4,5,66,1605
19161,74625,E,2008,16/09/2008,16,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,45,59,1504,30,271,35,3,4,0,4,2,48,1912
19162,74625,E,2008,16/09/2008,17,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,27,55,1323,10,186,12,2,2,0,4,4,24,1598
19163,74625,E,2008,16/09/2008,18,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,8,24,1260,20,130,3,0,1,0,1,2,7,1441
19164,16124,N,2008,23/10/2008,7,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,3,28,611,17,16,49,6,13,7,3,2,80,752
19165,16124,N,2008,23/10/2008,8,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,8,21,670,13,40,42,8,8,2,12,7,79,823
19166,16124,N,2008,23/10/2008,9,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,1,3,428,12,36,55,9,13,1,22,5,105,584
19167,16124,N,2008,23/10/2008,10,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,2,4,393,10,119,31,5,9,1,15,7,68,594
19168,16124,N,2008,23/10/2008,11,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,2,4,403,9,79,45,9,8,6,11,14,93,588
19169,16124,N,2008,23/10/2008,12,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,0,4,394,7,80,50,9,14,8,11,7,99,584
19170,16124,S,2008,23/10/2008,13,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,3,8,463,5,88,24,5,5,1,10,5,50,614
19171,16124,S,2008,23/10/2008,14,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,0,6,472,10,143,27,18,1,2,10,11,69,700
19172,16124,S,2008,23/10/2008,15,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,1,17,581,13,134,23,5,6,0,7,5,46,791
19173,16124,S,2008,23/10/2008,16,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,6,20,632,8,110,4,1,3,0,5,1,14,784
19174,16124,S,2008,23/10/2008,17,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,7,33,787,12,100,4,2,0,0,5,2,13,945
19188,930421,N,2008,25/04/2008,7,1,South West,144,"Bristol, City of",U,Minor,357240,169310,51.42118065,-2.61633885,4,11,326,9,117,9,1,0,1,0,0,11,474
19187,16124,N,2008,23/10/2008,18,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,4,16,732,10,64,10,0,0,2,8,1,21,843
19186,16124,N,2008,23/10/2008,17,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,9,19,847,6,112,19,2,2,0,6,0,29,1013
19185,16124,N,2008,23/10/2008,16,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,2,14,837,14,117,20,2,4,4,7,8,45,1027
19184,16124,N,2008,23/10/2008,15,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,2,13,560,12,126,27,12,6,7,9,9,70,781
19183,16124,N,2008,23/10/2008,14,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,3,6,529,13,143,42,17,16,5,11,3,94,785
19223,930428,S,2008,07/10/2008,18,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,14,3,104,0,11,0,0,0,0,0,0,0,118
19182,16124,N,2008,23/10/2008,13,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,0,7,544,8,122,33,17,3,6,13,7,79,760
19180,16124,S,2008,23/10/2008,11,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,2,5,600,8,97,35,5,10,2,12,6,70,780
19179,16124,S,2008,23/10/2008,10,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,3,3,625,11,102,21,7,8,4,10,12,62,803
19178,16124,S,2008,23/10/2008,9,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,4,7,725,16,83,28,5,9,2,9,4,57,888
19177,16124,S,2008,23/10/2008,8,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,10,23,979,26,102,26,5,13,1,12,10,67,1197
19176,16124,S,2008,23/10/2008,7,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,3,18,750,15,149,40,7,10,3,12,11,83,1015
19175,16124,S,2008,23/10/2008,18,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,1,11,671,17,64,3,0,0,0,2,6,11,774
19181,16124,S,2008,23/10/2008,12,1,South West,144,"Bristol, City of",A4,Major,355000,176100,51.48205541,-2.64941701,2,6,569,8,96,21,7,5,3,12,6,54,733
19157,74625,E,2008,16/09/2008,12,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,3,18,998,21,222,38,8,10,1,8,8,73,1332
19224,930428,S,2008,07/10/2008,7,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,39,1,84,0,14,0,1,0,0,0,0,1,100
19226,930428,S,2008,07/10/2008,9,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,26,5,159,0,29,0,1,0,0,0,0,1,194
19262,946808,E,2008,20/10/2008,9,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,2,0,0,0,0,0,0,0,0,0,2
19263,946808,E,2008,20/10/2008,10,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,0,0,2,0,0,0,0,0,0,0,2
19264,946808,E,2008,20/10/2008,11,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,2,0,0,0,0,0,0,0,0,0,2
19265,946808,E,2008,20/10/2008,12,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,1,0,4,0,1,0,0,0,0,0,0,0,5
19266,946808,W,2008,20/10/2008,13,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,0,0,0,0,0,0,0,0,0,0,0
19267,946808,W,2008,20/10/2008,14,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,0,0,0,0,0,0,0,0,0,0,0
19268,946808,W,2008,20/10/2008,15,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,1,0,0,0,0,0,0,0,0,0,1
19269,946808,W,2008,20/10/2008,16,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,1,0,0,0,0,0,0,0,0,0,1
19270,946808,W,2008,20/10/2008,17,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,1,0,0,0,0,0,0,0,0,0,1
19271,946808,W,2008,20/10/2008,18,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,5,0,0,0,0,0,0,0,0,0,5
19272,946808,W,2008,20/10/2008,7,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,2,0,0,0,0,0,0,0,0,0,2
19273,946808,W,2008,20/10/2008,8,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,1,0,0,0,0,0,0,0,0,0,1
19274,946808,W,2008,20/10/2008,9,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,0,0,1,0,0,0,0,0,0,0,1
19275,946808,W,2008,20/10/2008,10,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,1,0,2,0,1,0,0,0,0,0,0,0,3
19261,946808,E,2008,20/10/2008,8,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,5,0,0,0,0,0,0,0,0,0,5
19276,946808,W,2008,20/10/2008,11,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,0,0,0,0,0,0,0,0,0,0,0
19278,946808,E,2008,20/10/2008,13,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,4,0,2,0,0,0,0,0,0,0,6
19279,946808,E,2008,20/10/2008,14,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,3,0,1,0,0,0,0,0,0,0,4
19280,946808,E,2008,20/10/2008,15,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,6,0,0,0,0,0,0,0,0,0,6
19281,946808,E,2008,20/10/2008,16,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,7,0,5,0,0,0,0,0,0,0,12
19282,946808,E,2008,20/10/2008,17,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,1,0,0,0,0,0,0,0,0,0,1
19283,946808,E,2008,20/10/2008,18,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,7,0,0,0,0,0,0,0,0,0,7
19284,946806,E,2008,30/04/2008,7,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,0,5,0,1,0,0,0,0,0,0,0,6
19285,946806,E,2008,30/04/2008,8,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,0,2,0,0,0,0,0,0,0,0,0,2
19286,946806,E,2008,30/04/2008,9,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,0,5,0,0,0,1,0,0,0,0,1,6
19287,946806,E,2008,30/04/2008,10,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,0,6,0,1,0,0,0,0,0,0,0,7
19288,946806,E,2008,30/04/2008,11,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,0,2,0,0,0,0,0,0,0,0,0,2
19289,946806,E,2008,30/04/2008,12,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,1,1,4,1,1,0,0,0,0,0,1,8
19290,946806,W,2008,30/04/2008,13,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,0,3,0,0,0,0,0,0,0,0,0,3
19291,946806,W,2008,30/04/2008,14,1,South West,144,"Bristol, City of",U,Minor,360691,169569,51.4237599,-2.5667401,0,0,5,0,0,0,0,0,0,0,0,0,5
19277,946808,W,2008,20/10/2008,12,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,1,0,1,0,0,0,0,0,0,0,2
19260,946808,E,2008,20/10/2008,7,1,South West,144,"Bristol, City of",U,Minor,363815,172738,51.45246167,-2.52213706,0,0,3,0,0,0,0,0,0,0,0,0,3
19259,930430,N,2008,10/07/2008,18,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,30,8,449,0,12,0,0,0,0,0,0,0,469
19258,930430,N,2008,10/07/2008,17,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,38,10,570,0,16,1,0,0,0,0,0,1,597
19227,930428,S,2008,07/10/2008,10,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,8,2,62,0,17,0,1,0,0,0,0,1,82
19228,930428,S,2008,07/10/2008,11,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,10,0,65,0,19,3,2,0,0,0,0,5,89
19229,930428,S,2008,07/10/2008,12,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,5,2,75,2,21,1,0,0,0,0,0,1,101
19230,930428,N,2008,07/10/2008,13,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,11,2,45,0,15,1,0,0,0,0,0,1,63
19231,930428,N,2008,07/10/2008,14,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,12,1,62,0,13,0,0,0,0,0,0,0,76
19232,930428,N,2008,07/10/2008,15,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,14,4,70,0,14,1,0,0,0,0,0,1,89
19233,930428,N,2008,07/10/2008,16,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,28,3,68,0,12,0,0,0,0,0,0,0,83
19234,930428,N,2008,07/10/2008,17,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,75,3,113,0,8,0,0,0,0,0,0,0,124
19235,930428,N,2008,07/10/2008,18,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,52,1,68,0,11,0,0,0,0,0,0,0,80
19236,930430,N,2008,10/07/2008,7,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,5,3,105,0,14,1,0,0,0,0,0,1,123
19237,930430,N,2008,10/07/2008,8,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,5,5,249,1,21,1,0,0,0,0,0,1,277
19238,930430,N,2008,10/07/2008,9,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,2,1,174,2,37,2,0,0,0,0,0,2,216
19239,930430,N,2008,10/07/2008,10,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,3,2,144,0,37,1,0,0,0,0,0,1,184
19240,930430,N,2008,10/07/2008,11,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,9,0,174,0,45,7,0,0,0,0,0,7,226
19241,930430,N,2008,10/07/2008,12,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,9,0,235,1,37,4,0,0,0,0,0,4,277
19242,930430,S,2008,10/07/2008,13,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,7,0,192,0,21,0,0,0,0,0,0,0,213
19243,930430,S,2008,10/07/2008,14,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,1,1,178,0,30,4,0,0,0,0,0,4,213
19257,930430,N,2008,10/07/2008,16,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,16,3,625,1,41,1,0,0,0,0,0,1,671
19256,930430,N,2008,10/07/2008,15,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,10,2,374,0,42,1,0,0,0,0,0,1,419
19255,930430,N,2008,10/07/2008,14,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,5,3,255,0,46,1,0,0,0,0,0,1,305
19254,930430,N,2008,10/07/2008,13,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,11,2,279,3,33,1,0,0,0,0,0,1,318
19253,930430,S,2008,10/07/2008,12,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,5,3,125,0,33,2,0,0,0,0,0,2,163
19252,930430,S,2008,10/07/2008,11,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,11,0,144,1,27,3,0,0,0,0,0,3,175
19225,930428,S,2008,07/10/2008,8,1,South West,144,"Bristol, City of",U,Minor,359440,173730,51.4610834,-2.58520945,66,4,191,0,18,1,0,0,0,0,0,1,214
19251,930430,S,2008,10/07/2008,10,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,11,0,144,1,27,3,0,0,0,0,0,3,175
19249,930430,S,2008,10/07/2008,8,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,42,4,313,0,21,0,0,0,0,0,0,0,338
19248,930430,S,2008,10/07/2008,7,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,15,6,232,1,12,1,0,0,0,0,0,1,252
19247,930430,S,2008,10/07/2008,18,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,8,2,200,0,7,0,0,0,0,0,0,0,209
19246,930430,S,2008,10/07/2008,17,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,10,3,195,0,8,0,0,0,0,0,0,0,206
19245,930430,S,2008,10/07/2008,16,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,6,0,218,0,18,0,0,0,0,0,0,0,236
19244,930430,S,2008,10/07/2008,15,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,5,2,208,0,26,1,0,0,0,0,0,1,237
19250,930430,S,2008,10/07/2008,9,1,South West,144,"Bristol, City of",U,Minor,357950,174260,51.4657396,-2.60671838,26,5,247,1,38,3,0,0,0,0,0,3,294
18779,47676,S,2008,23/05/2008,18,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,1,18,552,2,24,0,0,0,1,0,0,1,597
19156,74625,E,2008,16/09/2008,11,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,4,9,1045,20,220,37,11,17,3,9,11,88,1382
